conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
11348,11989,"South Sudan, Sudan",Government of South Sudan,113,,Government of Sudan,112,,1,Common border,2012,367,367,1099,2,"South Sudan, Sudan",626,,625,,"625, 626","626, 625",4,25.1
11349,11990,China,Government of China,135,,ETIM,1156,,1,East Turkestan,2008,36,36,39,3,China,710,,,,710,710,3,25.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2013,94,90,115,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2014,60,30,60,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2020,54,41,77,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2001,2044,349,2074,3,Rwanda,517,,,,517,517,4,25.1
374,12102,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2002,83,63,83,3,"Burundi, DR Congo (Zaire)",517,,,,517,"516, 490",4,25.1
374,12102,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR-FOCA,528,,2,,2009,1807,1703,2060,4,DR Congo (Zaire),517,490,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR-FOCA,528,,2,,2010,208,207,219,4,DR Congo (Zaire),517,490,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR-FOCA,528,,2,,2011,116,101,118,4,DR Congo (Zaire),517,490,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR-FOCA,528,,2,,2012,83,59,99,4,"DR Congo (Zaire), Rwanda",517,490,,,517,"490, 517",4,25.1
374,12102,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR-FOCA,528,,2,,2016,136,136,136,4,DR Congo (Zaire),517,490,,,517,490,4,25.1
374,"12102, 15547, 16081",Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),"FDLR-FOCA, FDLR-RUD, RMDC","528, 5801, 6684",,2,,2019,226,226,305,4,"DR Congo (Zaire), Rwanda",517,490,,,517,"490, 517",4,25.1
374,"12102, 15547, 16081",Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),"FDLR-FOCA, FDLR-RUD, RMDC","528, 5801, 6684",,2,,2020,134,133,137,4,DR Congo (Zaire),517,490,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2022,25,25,25,3,DR Congo (Zaire),517,,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2023,132,130,133,3,DR Congo (Zaire),517,,,,517,490,4,25.1
374,12102,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2024,44,37,44,3,DR Congo (Zaire),517,,,,517,490,4,25.1
374,804,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FPR,527,,2,,1990,1126,1098,2338,4,Rwanda,517,490,,,517,517,4,25.1
374,804,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1991,153,150,1977,3,Rwanda,517,,,,517,517,4,25.1
374,804,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1992,87,87,1390,3,Rwanda,517,,,,517,517,4,25.1
374,804,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1993,353,353,403,3,Rwanda,517,,,,517,517,4,25.1
374,804,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1994,1882,1781,2026,3,Rwanda,517,,,,517,517,4,25.1
374,805,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1996,124,94,355,3,Rwanda,517,,,,517,517,4,25.1
374,805,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1997,1086,686,1466,3,"DR Congo (Zaire), Rwanda",517,,,,517,"490, 517",4,25.1
374,805,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1998,1096,1096,1901,3,"DR Congo (Zaire), Rwanda",517,,,,517,"490, 517",4,25.1
374,805,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1999,315,115,315,3,DR Congo (Zaire),517,,,,517,490,4,25.1
374,805,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,2000,155,155,294,3,DR Congo (Zaire),517,,,,517,490,4,25.1
267,"558, 12104",Ethiopia,Government of Ethiopia,97,,"EPRDF, Forces of Harar garrison","414, 1215",,2,,1991,4518,4518,5568,3,Ethiopia,530,,,,530,530,4,25.1
267,"555, 16920",Ethiopia,Government of Ethiopia,97,Government of Eritrea,"GLF, TPLF","410, 8196",,2,,2022,162453,162348,164084,4,"Eritrea, Ethiopia, Sudan",530,531,,,530,"530, 531, 625",4,25.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2020,20888,20874,21219,4,Ethiopia,530,531,,,530,530,4,25.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2021,124266,123706,124387,4,Ethiopia,530,531,,,530,530,4,25.1
267,"558, 559",Ethiopia,Government of Ethiopia,97,,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","413, 414",,2,,1989,18403,18403,18420,3,Ethiopia,530,,,,530,530,4,25.1
267,558,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,1990,18985,18985,18992,3,Ethiopia,530,,,,530,530,4,25.1
11487,12139,Malaysia,Government of Malaysia,152,,Sultanate of Sulu,4006,,1,Sabah,2013,70,68,122,3,"Malaysia, Philippines",820,,,,820,"820, 840",3,25.1
11639,12291,"Afghanistan, Pakistan",Government of Afghanistan,130,,Government of Pakistan,142,,1,Durand line,2024,61,51,105,2,"Afghanistan, Pakistan",700,,770,,"700, 770","700, 770",3,25.1
395,"842, 12298",Tajikistan,Government of Tajikistan,131,Government of Uzbekistan,"PFT, UTO","345, 1186",Government of Uzbekistan,2,,1992,3355,3352,5118,4,Tajikistan,702,704,,704,702,702,3,25.1
395,12300,Tajikistan,Government of Tajikistan,131,,Forces of Mullo Abdullo,1216,,2,,2000,46,46,46,3,Tajikistan,702,,,,702,702,3,25.1
395,"908, 12300",Tajikistan,Government of Tajikistan,131,,"Forces of Mullo Abdullo, IMU","359, 1216",,2,,2010,98,93,244,3,Tajikistan,702,,,,702,702,3,25.1
395,842,Tajikistan,Government of Tajikistan,131,"Government of Russia (Soviet Union), Government of Uzbekistan",UTO,345,,2,,1993,1395,1395,1596,4,"Afghanistan, Tajikistan",702,"365, 704",,,702,"700, 702",3,25.1
395,842,Tajikistan,Government of Tajikistan,131,"Government of Russia (Soviet Union), Government of Uzbekistan",UTO,345,,2,,1994,356,356,645,4,Tajikistan,702,"365, 704",,,702,702,3,25.1
395,842,Tajikistan,Government of Tajikistan,131,Government of Russia (Soviet Union),UTO,345,,2,,1995,368,362,649,4,"Afghanistan, Tajikistan",702,365,,,702,"700, 702",3,25.1
395,842,Tajikistan,Government of Tajikistan,131,Government of Russia (Soviet Union),UTO,345,,2,,1996,2790,2790,2869,4,Tajikistan,702,365,,,702,702,3,25.1
395,"842, 843",Tajikistan,Government of Tajikistan,131,,"Forces of Khudoberdiyev, UTO","345, 346",,2,,1998,600,600,617,3,Tajikistan,702,,,,702,702,3,25.1
395,843,Tajikistan,Government of Tajikistan,131,,Forces of Khudoberdiyev,346,,2,,1997,87,87,87,3,Tajikistan,702,,,,702,702,3,25.1
395,908,Tajikistan,Government of Tajikistan,131,,IMU,359,,2,,2011,28,21,30,3,Tajikistan,702,,,,702,702,3,25.1
416,"875, 12380",Central African Republic,Government of Central African Republic,86,Government of South Africa,"Seleka, anti-Balaka","554, 4201",,2,,2013,376,352,488,4,Central African Republic,482,560,,,482,482,4,25.1
416,12380,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Ghana, Government of Guatemala, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Moldova, Government of Morocco, Government of Nepal, Government of Niger, Government of Pakistan, Government of Paraguay, Government of Peru, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Sri Lanka, Government of Tanzania, Government of Thailand, Government of Tunisia, Government of United States of America, Government of Zambia",anti-Balaka,4201,,2,,2014,136,136,148,4,Central African Republic,482,"771, 434, 760, 140, 439, 516, 811, 471, 483, 484, 522, 490, 651, 220, 481, 452, 90, 850, 437, 663, 501, 580, 432, 435, 359, 600, 790, 436, 770, 150, 135, 517, 433, 345, 780, 510, 800, 616, 2, 551",,,482,482,4,25.1
416,12380,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Yemen (North Yemen), Government of Zambia",anti-Balaka,4201,,2,,2017,35,35,35,4,Central African Republic,482,"771, 434, 439, 516, 811, 471, 484, 522, 490, 651, 220, 481, 420, 452, 438, 310, 850, 437, 663, 432, 435, 600, 790, 436, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 678, 551",,,482,482,4,25.1
416,"12380, 15593",Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Zambia","UPC, anti-Balaka","4201, 5999",,2,,2018,103,100,116,4,Central African Republic,482,"771, 434, 439, 516, 811, 471, 484, 522, 490, 651, 220, 481, 420, 452, 438, 850, 437, 663, 580, 432, 435, 600, 790, 436, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 551",,,482,482,4,25.1
416,15593,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Zambia",UPC,5999,,2,,2019,51,48,53,4,Central African Republic,482,"771, 434, 439, 516, 811, 471, 484, 522, 490, 651, 220, 481, 420, 452, 438, 850, 437, 663, 580, 432, 435, 600, 790, 436, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 551",,,482,482,4,25.1
416,"15593, 16562",Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Zambia","CPC, UPC","5999, 7870",,2,,2020,57,57,67,4,Central African Republic,482,"771, 434, 140, 439, 516, 811, 471, 484, 522, 651, 220, 481, 420, 452, 438, 850, 437, 663, 580, 432, 435, 600, 790, 436, 475, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 551",,,482,482,4,25.1
416,"15593, 16562",Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Zambia","CPC, UPC","5999, 7870",,2,,2021,906,743,916,4,Central African Republic,482,"771, 434, 140, 439, 516, 811, 471, 484, 522, 651, 220, 481, 420, 452, 438, 850, 437, 663, 580, 432, 435, 600, 790, 436, 475, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 551",,,482,482,4,25.1
416,16562,Central African Republic,Government of Central African Republic,86,"Government of Argentina, Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Bolivia, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Colombia, Government of Congo, Government of Czech Republic, Government of Djibouti, Government of Ecuador, Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Kazakhstan, Government of Kenya, Government of Mali, Government of Mauritania, Government of Mexico, Government of Moldova, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Paraguay, Government of Peru, Government of Philippines, Government of Portugal, Government of Romania, Government of Russia (Soviet Union), Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Turkey, Government of United States of America, Government of Vietnam (North Vietnam), Government of Zambia, Government of Zimbabwe (Rhodesia)",CPC,7870,,2,,2022,675,675,801,4,Central African Republic,482,"160, 771, 434, 760, 145, 140, 439, 516, 811, 471, 100, 484, 316, 522, 130, 651, 220, 481, 420, 452, 90, 438, 850, 437, 663, 705, 501, 432, 435, 70, 359, 600, 790, 436, 475, 770, 150, 135, 840, 235, 360, 365, 517, 433, 345, 451, 230, 780, 380, 510, 461, 616, 640, 2, 816, 551, 552",,,482,482,4,25.1
416,16562,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of China, Government of Congo, Government of Djibouti, Government of Egypt, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Turkey, Government of Zambia",CPC,7870,,2,,2023,230,223,251,4,Central African Republic,482,"771, 434, 760, 140, 439, 516, 811, 471, 710, 484, 522, 651, 420, 452, 438, 850, 437, 663, 432, 435, 600, 790, 436, 475, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 640, 551",,,482,482,4,25.1
416,16562,Central African Republic,Government of Central African Republic,86,"Government of Argentina, Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of China, Government of Congo, Government of Djibouti, Government of Egypt, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Russia (Soviet Union), Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Turkey, Government of Turkmenistan, Government of Zambia",CPC,7870,,2,,2024,177,159,448,4,Central African Republic,482,"160, 771, 434, 760, 439, 516, 811, 471, 710, 484, 522, 651, 420, 452, 438, 850, 437, 663, 432, 435, 600, 790, 436, 475, 770, 135, 235, 360, 365, 517, 433, 345, 230, 780, 510, 461, 616, 640, 701, 551",,,482,482,4,25.1
416,873,Central African Republic,Government of Central African Republic,86,Government of Libya,Military faction (forces of André Kolingba),552,,2,,2001,195,195,295,4,Central African Republic,482,620,,,482,482,4,25.1
416,874,Central African Republic,Government of Central African Republic,86,,Forces of Francois Bozize,553,,2,,2002,131,129,184,3,Central African Republic,482,,,,482,482,4,25.1
416,875,Central African Republic,Government of Central African Republic,86,Government of France,Seleka,554,,2,,2006,46,44,168,4,Central African Republic,482,220,,,482,482,4,25.1
416,875,Central African Republic,Government of Central African Republic,86,Government of Chad,Seleka,554,,2,,2012,45,45,45,4,Central African Republic,482,483,,,482,482,4,25.1
416,876,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2009,28,28,71,3,Central African Republic,482,,,,482,482,4,25.1
416,876,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2010,25,25,105,3,Central African Republic,482,,,,482,482,4,25.1
416,876,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2011,44,44,79,3,Central African Republic,482,,,,482,482,4,25.1
15283,12391,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Bolivia, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Moldova, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Paraguay, Government of Peru, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Sri Lanka, Government of Tanzania, Government of Thailand, Government of Togo, Government of Tunisia, Government of Turkey, Government of United States of America, Government of Vietnam (North Vietnam), Government of Yemen (North Yemen), Government of Zambia",FPRC,4007,,1,Logone,2015,27,27,27,4,Central African Republic,482,"771, 434, 760, 145, 140, 439, 516, 811, 471, 484, 522, 490, 651, 220, 481, 420, 452, 90, 438, 310, 850, 437, 663, 501, 580, 432, 435, 359, 600, 790, 436, 475, 770, 150, 135, 360, 517, 433, 345, 780, 510, 800, 461, 616, 640, 2, 816, 678, 551",,,482,482,4,25.1
15283,16139,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of China, Government of Congo, Government of Djibouti, Government of Egypt, Government of Gambia, Government of Ghana, Government of Guinea, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Mali, Government of Mauritania, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Peru, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Tanzania, Government of Togo, Government of Tunisia, Government of Turkey, Government of Zambia",MPC,6354,,1,Logone,2023,31,31,31,4,Central African Republic,482,"771, 434, 760, 140, 439, 516, 811, 471, 710, 484, 522, 651, 420, 452, 438, 850, 437, 663, 432, 435, 600, 790, 436, 475, 770, 135, 235, 360, 517, 433, 345, 230, 780, 380, 510, 461, 616, 640, 551",,,482,482,4,25.1
353,12422,Cameroon,Government of Cameroon,83,Government of Chad,JAS,1051,,2,,2015,712,712,712,4,Cameroon,471,483,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2016,32,32,32,3,Cameroon,471,,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2017,63,63,63,3,Cameroon,471,,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2020,28,28,34,3,Cameroon,471,,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2022,31,26,43,3,Cameroon,471,,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2023,113,108,138,3,Cameroon,471,,,,471,471,4,25.1
353,12422,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2024,63,55,64,3,Cameroon,471,,,,471,471,4,25.1
391,12487,Egypt,Government of Egypt,117,,Ansar Bayt al-Maqdis,4319,,2,,2014,184,184,184,3,Egypt,651,,,,651,651,2,25.1
391,"14973, 15262",Egypt,Government of Egypt,117,,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam","6616, 6844",,2,,2017,103,103,160,3,Egypt,651,,,,651,651,2,25.1
391,14973,Egypt,Government of Egypt,117,,Harakit Sawa'id Misr,6616,,2,,2018,28,28,28,3,Egypt,651,,,,651,651,2,25.1
391,14973,Egypt,Government of Egypt,117,,Harakit Sawa'id Misr,6616,,2,,2019,48,42,54,3,Egypt,651,,,,651,651,2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1993,103,103,119,3,Egypt,651,,,,651,651,2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1994,145,145,157,3,Egypt,651,,,,651,651,2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1995,191,191,199,3,"Egypt, Ethiopia",651,,,,651,"651, 530",2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1996,85,85,99,3,Egypt,651,,,,651,651,2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1997,66,66,69,3,Egypt,651,,,,651,651,2,25.1
391,838,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1998,27,27,29,3,Egypt,651,,,,651,651,2,25.1
338,12556,Iran,Government of Iran,114,,Jaish al-Adl,4364,,2,,2019,31,31,46,3,Iran,630,,,,630,630,2,25.1
338,12556,Iran,Government of Iran,114,,Jaish al-Adl,4364,,2,,2023,34,34,34,3,Iran,630,,,,630,630,2,25.1
338,12556,Iran,Government of Iran,114,,Jaish al-Adl,4364,,2,,2024,113,113,113,3,"Iran, Pakistan",630,,,,630,"630, 770",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,1991,45,45,45,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,1993,76,76,152,3,"Iran, Iraq, Italy, Pakistan",630,,,,630,"630, 645, 325, 770",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,1997,38,38,42,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,1999,28,28,35,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,2000,40,40,77,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,753,Iran,Government of Iran,114,,MEK,308,,2,,2001,119,119,149,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,754,Iran,Government of Iran,114,,PJAK,309,,2,,2005,28,28,37,3,Iran,630,,,,630,630,2,25.1
338,"754, 755",Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,,2006,57,52,123,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,"754, 755",Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,,2007,86,61,200,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,"754, 755",Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,,2008,121,121,265,3,"Iran, Iraq, Pakistan",630,,,,630,"630, 645, 770",2,25.1
338,"754, 755",Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,,2009,133,121,148,3,Iran,630,,,,630,630,2,25.1
338,754,Iran,Government of Iran,114,,PJAK,309,,2,,2011,242,235,246,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,754,Iran,Government of Iran,114,,PJAK,309,,2,,2018,28,27,37,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,754,Iran,Government of Iran,114,,PJAK,309,,2,,2020,35,27,44,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,754,Iran,Government of Iran,114,,PJAK,309,,2,,2021,30,18,30,3,"Iran, Iraq",630,,,,630,"630, 645",2,25.1
338,755,Iran,Government of Iran,114,,Jondullah,310,,2,,2010,74,74,74,3,Iran,630,,,,630,630,2,25.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2012,46,39,51,3,Syria,652,,,,652,652,2,25.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2013,78,73,82,3,Syria,652,,,,652,652,2,25.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2014,52,37,61,3,Syria,652,,,,652,652,2,25.1
13042,13821,Syria,Government of Syria,118,,PYD,4163,,1,Rojava Kurdistan,2015,84,81,86,3,Syria,652,,,,652,652,2,25.1
