Entity,Code,Year,cephalopods__00002766__production__005511__tonnes,molluscs__other__00002767__production__005511__tonnes,crustaceans__00002765__production__005511__tonnes,marine_fish__other__00002764__production__005511__tonnes,demersal_fish__00002762__production__005511__tonnes,pelagic_fish__00002763__production__005511__tonnes,freshwater_fish__00002761__production__005511__tonnes
East Timor,TLS,1999,20,,60,3320,,0,0
East Timor,TLS,2000,20,,70,3530,,10,0
East Timor,TLS,2001,20,,70,3470,,10,0
East Timor,TLS,2002,20,,70,3630,,10,0
East Timor,TLS,2003,20,,70,3750,,10,0
East Timor,TLS,2004,20,,70,3900,,10,20
East Timor,TLS,2005,20,,70,3560,,10,20
East Timor,TLS,2006,20,,60,3210,,10,20
East Timor,TLS,2007,20,,60,2840,,10,30
East Timor,TLS,2008,20,,60,3160,,10,50
East Timor,TLS,2009,20,,60,3120,,10,50
East Timor,TLS,2010,0,,0,3000,,0,0
East Timor,TLS,2011,0,,0,3000,,0,0
East Timor,TLS,2012,0,,0,3000,,0,0
East Timor,TLS,2013,0,,0,3000,,0,0
East Timor,TLS,2014,0,,0,3000,,0,0
East Timor,TLS,2015,0,,0,3000,,0,0
East Timor,TLS,2016,0,,0,3000,,0,0
East Timor,TLS,2017,0,,0,3000,,0,0
East Timor,TLS,2018,0,,0,0,0,3000,0
East Timor,TLS,2019,0,,0,0,0,4000,0
East Timor,TLS,2020,0,,0,0,1000,4000,0
East Timor,TLS,2021,0,,0,1000,1000,4000,0
East Timor,TLS,2022,0,,0,1000,1000,4000,0
Eastern Africa (FAO),,1961,400,100,1100,33710,3480,9120,188010
Eastern Africa (FAO),,1962,500,100,1200,30370,8120,9210,204060
Eastern Africa (FAO),,1963,900,700,1400,29030,4870,7810,247580
Eastern Africa (FAO),,1964,800,400,2000,37580,6120,11900,271330
Eastern Africa (FAO),,1965,700,300,2100,40430,7360,16400,290400
Eastern Africa (FAO),,1966,900,400,3700,47980,17110,16010,292770
Eastern Africa (FAO),,1967,600,400,3400,48040,17300,14970,334360
Eastern Africa (FAO),,1968,700,300,4200,49890,17580,14230,376220
Eastern Africa (FAO),,1969,800,300,5000,43000,17460,15200,395390
Eastern Africa (FAO),,1970,1100,400,6600,39100,17480,17550,461940
Eastern Africa (FAO),,1971,1100,400,7900,34600,22090,23540,467920
Eastern Africa (FAO),,1972,1200,700,8400,34300,25420,24440,481670
Eastern Africa (FAO),,1973,1200,300,9200,33000,23850,15630,500790
Eastern Africa (FAO),,1974,1030,300,11600,30740,28270,25620,506520
Eastern Africa (FAO),,1975,1110,0,10650,33120,37460,24880,550630
Eastern Africa (FAO),,1976,880,0,13970,30340,34850,17830,561430
Eastern Africa (FAO),,1977,840,10,12690,36480,36280,17990,656500
Eastern Africa (FAO),,1978,650,0,11660,31300,36130,21630,600400
Eastern Africa (FAO),,1979,910,0,11370,31250,28890,16160,542360
Eastern Africa (FAO),,1980,600,30,18120,33550,31820,15900,573910
Eastern Africa (FAO),,1981,700,30,18210,37390,35090,17990,563810
Eastern Africa (FAO),,1982,700,20,15760,41300,25160,19150,621910
Eastern Africa (FAO),,1983,830,40,15750,51090,27720,20930,647460
Eastern Africa (FAO),,1984,1040,50,14310,57190,28820,22540,722500
Eastern Africa (FAO),,1985,870,100,15460,53990,33690,25920,708440
Eastern Africa (FAO),,1986,830,110,20220,64750,35480,25360,774590
Eastern Africa (FAO),,1987,1090,110,22840,70020,31420,26940,848990
Eastern Africa (FAO),,1988,600,110,23060,74750,35900,33440,899390
Eastern Africa (FAO),,1989,770,120,21060,79690,35200,33900,879480
Eastern Africa (FAO),,1990,960,490,24570,86740,37050,38170,1000780
Eastern Africa (FAO),,1991,1530,800,26150,72220,42950,32020,872300
Eastern Africa (FAO),,1992,1690,660,23170,75420,44210,39590,900990
Eastern Africa (FAO),,1993,1280,380,23880,78040,30610,30410,896090
Eastern Africa (FAO),,1994,1160,590,26400,69580,31890,35980,861600
Eastern Africa (FAO),,1995,2140,590,26290,72310,35310,30490,912070
Eastern Africa (FAO),,1996,2370,450,28730,76980,40460,40460,840660
Eastern Africa (FAO),,1997,2820,380,31050,76590,37980,29050,893030
Eastern Africa (FAO),,1998,3040,430,31510,73740,36040,26610,886400
Eastern Africa (FAO),,1999,2790,600,29740,73390,36960,37330,887830
Eastern Africa (FAO),,2000,2360,1540,33930,73770,43480,44210,913330
Eastern Africa (FAO),,2001,2250,1480,34170,78970,47780,46830,857920
Eastern Africa (FAO),,2002,2590,1700,38500,82110,44490,46720,833110
Eastern Africa (FAO),,2003,3990,1150,41910,133730,42780,48450,871810
Eastern Africa (FAO),,2004,3650,1490,37380,138310,44720,49810,1033079.94
Eastern Africa (FAO),,2005,3550,1540,36300,136770,43960,53590,1108470
Eastern Africa (FAO),,2006,4290,1680,36490,149400,33100,44770,1076690
Eastern Africa (FAO),,2007,4090.0002,1310,42020,141100,40290,48060,1234430
Eastern Africa (FAO),,2008,4970,1460,31150,149300,38490,49240,1131280
Eastern Africa (FAO),,2009,4420,1590,27910,170170,39080,50410,1196010
Eastern Africa (FAO),,2010,6000,2000,32000,207000,53000,196000,1286000
Eastern Africa (FAO),,2011,7000,2000,32000,215000,53000,158000,1369000
Eastern Africa (FAO),,2012,12000,1000,35000,221000,59000,155000,1418000
Eastern Africa (FAO),,2013,8000,1000,40000,210000,67000,154000,1469000
Eastern Africa (FAO),,2014,8000,2000,39000,226000,60000,145000,1519000
Eastern Africa (FAO),,2015,8000,3000,41000,260000,61000,182000,1530000
Eastern Africa (FAO),,2016,10000,6000,48000,284000,65000,206000,1523000
Eastern Africa (FAO),,2017,13000,6000,59000,314000,71000,230000,1584000
Eastern Africa (FAO),,2018,19000,9000,58000,310000,74000,240000,1623000
Eastern Africa (FAO),,2019,23000,14000,63000,314000,90000,253000,1843000
Eastern Africa (FAO),,2020,21000,14000,63000,336000,88000,252000,1849000
Eastern Africa (FAO),,2021,22000,14000,62000,311000,85000,253000,1938000
Eastern Africa (FAO),,2022,22000,14000,62000,311000,85000,253000,1938000
Eastern Asia (FAO),,1961,647300,796210,458060,1756100,2493990,3016060,1006030
Eastern Asia (FAO),,1962,794900,826110,484950,1807600,2476540,3070420,966420
Eastern Asia (FAO),,1963,910600,964850,487360,1889800,2322250,2845010,1003260
Eastern Asia (FAO),,1964,541300,945880,496050,1908500,2635060,2780960,942770
Eastern Asia (FAO),,1965,709100,941220,494120,2054600.1,2663810,3112460,1069520
Eastern Asia (FAO),,1966,694600,998850,503070,2168600,2811530,3111230,1065550
Eastern Asia (FAO),,1967,798400,989700,523580.03,2326000,3393390,3005940,1113240
Eastern Asia (FAO),,1968,1033400,1012740,577160,2422900,3797920,3261390,1095780
Eastern Asia (FAO),,1969,815600,1017660,548090,2400000,4083780,3295860,1124600
Eastern Asia (FAO),,1970,761710,1043060.06,529740,2004870,4748260,3547730,1220590
Eastern Asia (FAO),,1971,707350,1124610,537040,2471460,5220660,3707300,1237560
Eastern Asia (FAO),,1972,826620,1238860,561040,2590690,5789790,3864060,1221760
Eastern Asia (FAO),,1973,709810,1178730,672100,2574490,6009770,4296850,1361090
Eastern Asia (FAO),,1974,703260,1229940,750350,3061150,6071020,4295760,1366460
Eastern Asia (FAO),,1975,786760,1462630,739970,3198800,5757020,4377330,1450050
Eastern Asia (FAO),,1976,762280,1722760,717770,3403470,5674150,4610980,1435800
Eastern Asia (FAO),,1977,707470,1901460,776080,3246570,5009780,5504080,1460520
Eastern Asia (FAO),,1978,777860,1591750,883420,3363570,4518150,6253110,1468880
Eastern Asia (FAO),,1979,844510,1548510,815520,3130470,4350730,6064610,1593150
Eastern Asia (FAO),,1980,992370,1613010,815980,3051260,4523460,6234650,1694940
Eastern Asia (FAO),,1981,810580,1713030,797690,3285750,4634370,6636490,1876170
Eastern Asia (FAO),,1982,888540,1804630,912830,3305140,4468390,6925360,2066720
Eastern Asia (FAO),,1983,886780,2105400,955890,2881230,4175120,7639720,2386630
Eastern Asia (FAO),,1984,915290,2141990,1084120,2877070,4631520,8228090,2787060
Eastern Asia (FAO),,1985,998350,2473070,1202730,2829850,4540390,7729990,3438940
Eastern Asia (FAO),,1986,942260,2946920,1312750,3072720,4775080,8689270,4004240
Eastern Asia (FAO),,1987,1375020,3449450,1496370,3394420,4294980,8612880,4593930
Eastern Asia (FAO),,1988,1299520,3902060,1601030,3525420,3928560,8983770,5058130
Eastern Asia (FAO),,1989,1467600,3711200,1640150,3829610,3950810,8469530,5389460
Eastern Asia (FAO),,1990,1256530,3956290,1583870,3577110,3867270,8303179.5,5826640
Eastern Asia (FAO),,1991,1364340,4051170,1723080,3575460,3380780,7707680,6026260
Eastern Asia (FAO),,1992,1539960,5033310,1787740,4092630,3501680,6835330,6611000
Eastern Asia (FAO),,1993,1429800,6446330,1914350,4213630,3184860,7202250,7866990
Eastern Asia (FAO),,1994,1432430,7684450,2273060,4220670,3783570,6792430,9351350
Eastern Asia (FAO),,1995,1449310,9340170,2581770,4267560,4432730,6431490,10987670
Eastern Asia (FAO),,1996,1544240,9209470,2938130,5382710,4295860,6826950,12607630
Eastern Asia (FAO),,1997,1681910,9222710,3065140,4821670,4289200,7084660,13036330
Eastern Asia (FAO),,1998,1366950,9375670,3395090,4801310,4276570,7133970,13376270
Eastern Asia (FAO),,1999,1849640,9979750,3381460,4768590,4049250,6680520,14078680
Eastern Asia (FAO),,2000,1888170,10499870,3782140,4486910,3966960,6379130,14423820
Eastern Asia (FAO),,2001,1637150,10933920,3886870,4093080,3900080,6635070,14854410
Eastern Asia (FAO),,2002,1514250,11442480,4119779.8,3991300,3651540,6593150,15551050
Eastern Asia (FAO),,2003,1869770,11294730,4109060,2699610,4928710,7062000,16284220
Eastern Asia (FAO),,2004,1841010,11602420,4297300,2709220,5094470,6630440,17079660
Eastern Asia (FAO),,2005,1691260,11915670,4487750,2778860,4918930,7067000,18037730
Eastern Asia (FAO),,2006,1778590,12423320,4818880,2657460,5225890,6957620,18991650
Eastern Asia (FAO),,2007,2203150,12712930,5328530,2619670,5064130,7086250,19725720
Eastern Asia (FAO),,2008,2047530,12648860,5318900,2790630,5298180,7193920,20553560
Eastern Asia (FAO),,2009,1588170,13173570,5621540,3452420,5379430,6491830,21709820
Eastern Asia (FAO),,2010,1566000,13360000,5830000,2975000,5490000,6753000,21926000
Eastern Asia (FAO),,2011,1691000,13429000,5840000,2996000,5471000,6935000,22555000
Eastern Asia (FAO),,2012,1760000,14016000,6177000,2982000,5430000,6903000,23153000
Eastern Asia (FAO),,2013,1790000,14500000,6457000,3023000,5434000,6872000,24496000
Eastern Asia (FAO),,2014,2216000,15294000,6768000,3276000,5484000,7166000,25522000
Eastern Asia (FAO),,2015,2352000,15334000,6841000,3382000,5530000,7042000,26528000
Eastern Asia (FAO),,2016,1307000,16030000,6905000,4162000,5246000,6694000,27286000
Eastern Asia (FAO),,2017,1519000,16517000,7175000,3993000,5076000,6527000,27438000
Eastern Asia (FAO),,2018,1347000,16645000,7634000,4046000,4882000,6585000,27341000
Eastern Asia (FAO),,2019,1250000,16563000,8065000,3811000,4956000,6329000,27298000
Eastern Asia (FAO),,2020,1290000,16887000,8303000,3765000,4929000,6243000,27398000
Eastern Asia (FAO),,2021,1453000,17324000,8655000,3323000,4966000,6561000,27746000
Eastern Asia (FAO),,2022,1453000,17324000,8655000,3323000,4966000,6561000,27746000
Eastern Europe (FAO),,1961,300,1500,40600,79400,1335650,1053180,987540
Eastern Europe (FAO),,1962,300,10500,44200,71520,1460200,1268390,1001870
Eastern Europe (FAO),,1963,500,9700,44300,160700,1638140,1580380,831740
Eastern Europe (FAO),,1964,0,62400,48800,122440,1802200,1842550,944580
Eastern Europe (FAO),,1965,6340,59900,49000,216400,2357760,1687260,1117350
Eastern Europe (FAO),,1966,3790,56400,59100,208110,2736750,1653040,1071510
Eastern Europe (FAO),,1967,17840,52700,59100,200030,3101440,1671340,1149530
Eastern Europe (FAO),,1968,11520,46300,49100,195180,3407850,1915590,1058520
Eastern Europe (FAO),,1969,16800,48900,52000,241260,3862650,1985990,1019200
Eastern Europe (FAO),,1970,6490,65600,41000,257640.02,4296390,2158300,1184790
Eastern Europe (FAO),,1971,28610,54310,34200,278400,4082280,2316010,1246970
Eastern Europe (FAO),,1972,29190,43600,27440,301650,4557940,2577600,1157130
Eastern Europe (FAO),,1973,39770,27400,36700,197520,4859300,3258890,1188710
Eastern Europe (FAO),,1974,33800,40900,52160,257900,5191280,3556390,1055080
Eastern Europe (FAO),,1975,46840,35230,76560,261989.98,5205700,4207360,1327510
Eastern Europe (FAO),,1976,50390,16840,39480,334690,5084800,4664540,1079280
Eastern Europe (FAO),,1977,95800,15950,104370,391330,4212880,4315080,1144930
Eastern Europe (FAO),,1978,37100,13220,160340,347490,4219860,4018030,1080950
Eastern Europe (FAO),,1979,86670,17510,327180,281790,4280150,3779190,1180420
Eastern Europe (FAO),,1980,69980,18180,474460,292430,4400050,4116029.8,1134170
Eastern Europe (FAO),,1981,65700,18950,453310,596410,4086720,4169580,1151910
Eastern Europe (FAO),,1982,179010,20020,531090,443790,4340100,4311160,1203080
Eastern Europe (FAO),,1983,167150,22850,241040,398260,4602870,4331590,1279920
Eastern Europe (FAO),,1984,188100,19800,144050,399290,5198990,4495320,1236980
Eastern Europe (FAO),,1985,230120,17950,294790,360840,5276900,4129609.8,1350120
Eastern Europe (FAO),,1986,165150,20140,384350,440230,5859070,4141200.2,1301360
Eastern Europe (FAO),,1987,204690,20470,398380,341820,5657280,4306260,1407000
Eastern Europe (FAO),,1988,190100,14440,373390,355830,5512390,4721500,1316140
Eastern Europe (FAO),,1989,267660,14740,323870,293430,4937650,4906960,1434290
Eastern Europe (FAO),,1990,261810,10400,394410,127110,4366360,4736550,1280720
Eastern Europe (FAO),,1991,256280,5130,331820,105470,3976910,4214600,1154030
Eastern Europe (FAO),,1992,177460,10280,235440,54820,3616080,1896620,752750
Eastern Europe (FAO),,1993,109440,8940,69420,24080,3246460,1221300,669300
Eastern Europe (FAO),,1994,78200,18110,68220,27820,2867840,957360,647780
Eastern Europe (FAO),,1995,70930,22770,136050,30860,3334420,1159980,626360
Eastern Europe (FAO),,1996,66640,21560,117100,27270,3475090,1325910,597390
Eastern Europe (FAO),,1997,69770,31730,93310,11570,3290970,1441930,633490
Eastern Europe (FAO),,1998,57870,31250,97020,20860,2891440,1568780,700520
Eastern Europe (FAO),,1999,62470,33570,111920,21700,2567320,1462860,747150
Eastern Europe (FAO),,2000,77530,29710,117770,116980,2313940,1426360,724750
Eastern Europe (FAO),,2001,56320,25650,99340,91170,2226610,1225300,679220
Eastern Europe (FAO),,2002,92580,17950,106360,58560,1877260,1172350,647140
Eastern Europe (FAO),,2003,72040,15360,83990,35370,2165350,908430,697050
Eastern Europe (FAO),,2004,90950,14720,71060,12810,1920720,910880,584600
Eastern Europe (FAO),,2005,76150,16910,72710,108050,2006530,897150,703910
Eastern Europe (FAO),,2006,97090,14430,75250,6160,2068860.1,913690,719980
Eastern Europe (FAO),,2007,58660,15940,67460,52680,2158550,921530,831710
Eastern Europe (FAO),,2008,55890,16570,74990,82370,2189500,876330,735480
Eastern Europe (FAO),,2009,63800,16490,67870,77680,2237790,1047790.06,1028439.94
Eastern Europe (FAO),,2010,65000,21000,68000,65000,2595000,1102000,819000
Eastern Europe (FAO),,2011,69000,17000,60000,82000,2532000,1139000,1004000
Eastern Europe (FAO),,2012,76000,17000,57000,82000,2676000,1109000,961000
Eastern Europe (FAO),,2013,86000,23000,71000,93000,2663000,1161000,989000
Eastern Europe (FAO),,2014,113000,30000,85000,23000,2697000,1060000,907000
Eastern Europe (FAO),,2015,56000,35000,97000,4000,2821000,1172000,909000
Eastern Europe (FAO),,2016,87000,44000,106000,12000,2936000,1150000,1056000
Eastern Europe (FAO),,2017,83000,49000,123000,2000,2975000,1318000,988000
Eastern Europe (FAO),,2018,102000,49000,146000,2000,2824000,1315000,1340000
Eastern Europe (FAO),,2019,98000,66000,165000,1000,2906000,1272000,1161000
Eastern Europe (FAO),,2020,126000,66000,160000,1000,3026000,1382000,1027000
Eastern Europe (FAO),,2021,84000,68000,149000,6000,2941000,1361000,1280000
Eastern Europe (FAO),,2022,84000,68000,149000,6000,2941000,1361000,1280000
Ecuador,ECU,1961,0,1200,5700,18000,0,13700,0
Ecuador,ECU,1962,0,2800,6300,19000,0,14400,0
Ecuador,ECU,1963,0,3200,7100,21400,0,18000,0
Ecuador,ECU,1964,0,3200,6500,18200,0,18400,0
Ecuador,ECU,1965,0,3300,7300,20000,0,22900,0
Ecuador,ECU,1966,0,3500,6900,16700,0,21100,0
Ecuador,ECU,1967,0,3500,7600,16700,0,29700,0
Ecuador,ECU,1968,0,3500,8200,16700,0,40500,0
Ecuador,ECU,1969,0,2500,10700,6800,0,44900,0
Ecuador,ECU,1970,0,2500,7700,29800,0,51020,0
Ecuador,ECU,1971,0,2700,7800,30900,0,60880,0
Ecuador,ECU,1972,0,2700,9000,32000,0,63140,0
Ecuador,ECU,1973,0,2800,10110,33500,0,105170,0
Ecuador,ECU,1974,0,3000,8920,35000,0,129080,0
Ecuador,ECU,1975,0,3500,9580,42000,0,160210,0
Ecuador,ECU,1976,0,4320,10900,18800,0,248170,0
Ecuador,ECU,1977,0,4400,11200,22000,0,387310,0
Ecuador,ECU,1978,0,4000,12780,25000,0,571730,0
Ecuador,ECU,1979,0,4000,15050,26100,0,558300,160
Ecuador,ECU,1980,0,4040,19620,26100,0,589220,210
Ecuador,ECU,1981,100,3950,22950,82760,60,428700,330
Ecuador,ECU,1982,90,4510,32680,47510,140,522469.97,520
Ecuador,ECU,1983,100,4410,47840,44720,210,274310,850
Ecuador,ECU,1984,100,4700,43820,38210,600,794970,990
Ecuador,ECU,1985,260,4920,40440,156670,430,883970,870
Ecuador,ECU,1986,190,3330,56350,103330,780,838680,900
Ecuador,ECU,1987,210,1450,79980,78860,1840,516700,1100
Ecuador,ECU,1988,140,1680,84220,98800,2750,687470,960
Ecuador,ECU,1989,200,1710,79330,18860,2500,579230,960
Ecuador,ECU,1990,630,30,85850,38630,2550,237880,1060
Ecuador,ECU,1991,300,2860,120570,95300,6480,210520,1620
Ecuador,ECU,1992,1480,520,128500,8250,5620,195950,3040
Ecuador,ECU,1993,90,10,98170,23700,7830,239860,4730
Ecuador,ECU,1994,90,20,99530,16280.001,14430,288320,670
Ecuador,ECU,1995,90,40,112880,18960,5890,475990,930
Ecuador,ECU,1996,90,30,113700,9240,4290,683230,1260
Ecuador,ECU,1997,100,30,138010,2220,2190,526650,2160
Ecuador,ECU,1998,110,30,148080,4030.0002,5370,308340,2160
Ecuador,ECU,1999,110,30,121630,91860,33450,377620,4890
Ecuador,ECU,2000,110,30,53050,174250,46490,374220,9630
Ecuador,ECU,2001,110,30,48090,54710,12300,519349.97,10740
Ecuador,ECU,2002,90,80,66620,30000,10390,277200,12410
Ecuador,ECU,2003,130,120,80230,51350,8140.0005,336680,18150
Ecuador,ECU,2004,120,520,91910,55900,6950,290740,19290
Ecuador,ECU,2005,140,220,121160,27000,6190,427950,20280
Ecuador,ECU,2006,360,0,151890,1560,21950,442390,20480
Ecuador,ECU,2007,280,0,155140,1290,17510,384600,21110
Ecuador,ECU,2008,830,370,156580,3050,16030.001,478610,22210
Ecuador,ECU,2009,180,370,186770,1150,21720,467670,39190
Ecuador,ECU,2010,0,0,231000,1000,17000,374000,49000
Ecuador,ECU,2011,0,1000,267000,1000,23000,474000,50000
Ecuador,ECU,2012,0,0,288000,0,31000,473000,42000
Ecuador,ECU,2013,0,0,311000,0,53000,452000,28000
Ecuador,ECU,2014,18000,0,351000,0,51000,504000,28000
Ecuador,ECU,2015,1000,0,410000,0,26000,607000,23000
Ecuador,ECU,2016,0,0,423000,1000,110000,599000,29000
Ecuador,ECU,2017,3000,0,462000,0,70000,541000,25000
Ecuador,ECU,2018,27000,1000,570000,4000,52000,499000,21000
Ecuador,ECU,2019,2000,0,688000,3000,54000,535000,16000
Ecuador,ECU,2020,2000,0,688000,3000,54000,535000,16000
Ecuador,ECU,2021,2000,0,688000,3000,54000,535000,16000
Ecuador,ECU,2022,2000,0,688000,3000,54000,535000,16000
Egypt,EGY,1961,1000,0,8600,11700,6500,9000,55200
Egypt,EGY,1962,1000,0,9100,30000,7900,15000,55000
Egypt,EGY,1963,1000,0,8800,21900,7900,15000,60400
Egypt,EGY,1964,900,0,8500,12200,10500,12200,90700
Egypt,EGY,1965,1100,0,6100,9000,13600,9700,62900
Egypt,EGY,1966,1100,0,4700,8800,9700,2900,71800
Egypt,EGY,1967,900,0,3800,10000,8300,2300,55000
Egypt,EGY,1968,600,0,2500,16000,7200,2200,52000
Egypt,EGY,1969,500,0,1300,16000,7300,2900,52000
Egypt,EGY,1970,450,0,220,13270,6200,2920,53700
Egypt,EGY,1971,380,0,150,15180,6870,8480,53200
Egypt,EGY,1972,440,0,1810,4280,8900,8770,55000
Egypt,EGY,1973,340,0,1370,9610,6330,4170,65700
Egypt,EGY,1974,300,0,1620,17280,5230,5200,68700
Egypt,EGY,1975,390,0,1810,16150,9550,3660,75000
Egypt,EGY,1976,260,0,2440,15000,10840,4590,69620
Egypt,EGY,1977,550,0,1760,15000,8960,5530,72720
Egypt,EGY,1978,730,0,1920,1380,15510,5360,75000
Egypt,EGY,1979,940,0,3590,5660,15780,17860,93650
Egypt,EGY,1980,420,0,3480,4290,11880,14770,105550
Egypt,EGY,1981,830,0,2290,6220,13730,13820,104810
Egypt,EGY,1982,840,0,2620,5430,9480,9260,128100.01
Egypt,EGY,1983,1080,0,3060,8980,9100,7380,127690
Egypt,EGY,1984,940,0,1350,9130,11940,6490,133990
Egypt,EGY,1985,740,0,2260,22980,15350,6320,168300
Egypt,EGY,1986,1170,0,2010,14230,14810,15100,181810
Egypt,EGY,1987,890,0,3610,32810,16040.001,12040,165710
Egypt,EGY,1988,1020,0,3360,32810,20620,18450,208050
Egypt,EGY,1989,770,0,5490,30740,44740,17790,193970
Egypt,EGY,1990,840,0,4910,24190,49270,20840,212780
Egypt,EGY,1991,830,0,8510,17650,59350,26320,233260
Egypt,EGY,1992,920,0,5290,39790,49140,17490,233440
Egypt,EGY,1993,1350,0,7950,29110,50720,34320,233480
Egypt,EGY,1994,1520,0,9560,29660,49710,32099.998,245660
Egypt,EGY,1995,1660,630,19930,21350,66160,22750,274640
Egypt,EGY,1996,1760,760,7630,31500,70300,29680,289930
Egypt,EGY,1997,1780,610,9780,40460,70670,30470,303250
Egypt,EGY,1998,1390,820,10710,40750,91300,40670,359950
Egypt,EGY,1999,4970,600,15600,58090,105490,59750,404430
Egypt,EGY,2000,2550,2630,15810,26880,175670,41040,459810
Egypt,EGY,2001,2920,5380,11930,27520,180170,43130,500300
Egypt,EGY,2002,2590,4570,13400,32310.002,195860,37610,512820
Egypt,EGY,2003,4210,5560,11850,6070,221710,49810,576570
Egypt,EGY,2004,3360,3770,13660,10090,218320,41910,573900
Egypt,EGY,2005,2970,4300,17520,12880,233390,44170,574060
Egypt,EGY,2006,3310,5320,15450,16690,324130,41910,564100
Egypt,EGY,2007,4220,4730,17090,8170,340170,57920,575710
Egypt,EGY,2008,4860,5010,23410,8340,305490,51290,669230
Egypt,EGY,2009,3320,4960,25260,8700,298640,45140,706870
Egypt,EGY,2010,4000,5000,22000,7000,246000,43000,979000
Egypt,EGY,2011,3000,5000,22000,12000,236000,38000,1047000
Egypt,EGY,2012,3000,5000,18000,10000,249000,40000,1047000
Egypt,EGY,2013,2000,6000,22000,8000,237000,39000,1140000
Egypt,EGY,2014,3000,6000,26000,8000,232000,43000,1164000
Egypt,EGY,2015,2000,6000,21000,7000,267000,43000,1171000
Egypt,EGY,2016,2000,6000,21000,6000,289000,47000,1335000
Egypt,EGY,2017,3000,6000,28000,7000,377000,49000,1308000
Egypt,EGY,2018,3000,5000,23000,5000,399000,51000,1481000
Egypt,EGY,2019,3000,5000,25000,4000,412000,52000,1537000
Egypt,EGY,2020,3000,6000,25000,3000,508000,52000,1413000
Egypt,EGY,2021,3000,5000,36000,1000,532000,49000,1376000
Egypt,EGY,2022,3000,5000,36000,1000,532000,49000,1376000
El Salvador,SLV,1961,0,0,5200,1500,0,0,1300
El Salvador,SLV,1962,0,0,5400,1500,0,0,1300
El Salvador,SLV,1963,0,0,5600,1800,0,0,1000
El Salvador,SLV,1964,0,0,6300,2000,0,0,900
El Salvador,SLV,1965,0,0,6000,2000,0,0,1600
El Salvador,SLV,1966,0,0,7300,2000,0,0,1300
El Salvador,SLV,1967,0,0,5900,2700,0,0,1300
El Salvador,SLV,1968,0,0,5200,4000,0,0,1000
El Salvador,SLV,1969,0,0,5300,4000,0,0,1000
El Salvador,SLV,1970,0,0,5600,4700,0,0,800
El Salvador,SLV,1971,0,0,5000,4900,0,0,800
El Salvador,SLV,1972,0,0,4900,4700,0,0,800
El Salvador,SLV,1973,0,0,6800,4700,0,0,900
El Salvador,SLV,1974,0,0,3710,4400,0,0,1540
El Salvador,SLV,1975,0,0,4150,3710,0,0,870
El Salvador,SLV,1976,0,0,3090,2970,0,0,1140
El Salvador,SLV,1977,0,0,2580,2160,0,0,1620
El Salvador,SLV,1978,0,0,5130,2900,0,0,1510
El Salvador,SLV,1979,0,0,6060,4960,0,0,1720
El Salvador,SLV,1980,0,0,9700,2440,0,0,1820
El Salvador,SLV,1981,0,0,17630,1650,0,480,1020
El Salvador,SLV,1982,0,0,10270,1300,0,800,550
El Salvador,SLV,1983,0,0,5610,1200,0,0,800
El Salvador,SLV,1984,0,170,8900,1450,0,0,1680
El Salvador,SLV,1985,0,430,8010,4860,0,0,2810
El Salvador,SLV,1986,0,130,11200,5510,0,1750,1870
El Salvador,SLV,1987,0,70,14460,2560,0,2750,1700
El Salvador,SLV,1988,0,760,6640,2540,0,1090,710
El Salvador,SLV,1989,10,390,3680,2430,0,100,4030.0002
El Salvador,SLV,1990,10,410,2780,2320,0,0,3640
El Salvador,SLV,1991,10,520,2500,3900,0,40,4360
El Salvador,SLV,1992,10,600,3330,1940,1310,280,5150
El Salvador,SLV,1993,0,860,4800,1870,1060,140,4350
El Salvador,SLV,1994,0,670,5340,2890,1910,90,3980
El Salvador,SLV,1995,0,600,6280,2620,1420,160,4520
El Salvador,SLV,1996,0,600,7630,2300,960,240,3060
El Salvador,SLV,1997,0,540,5160,1800,1700,130,2950
El Salvador,SLV,1998,0,620,5390,1610,880,150,2720
El Salvador,SLV,1999,0,1120,3360,1860,840,230,2790
El Salvador,SLV,2000,20,1120,2630,1930,1100,190,2870
El Salvador,SLV,2001,10,830,4200,1690,2010,9570,1700
El Salvador,SLV,2002,10,760,9880,3400,3020,16610,3040
El Salvador,SLV,2003,20,640,13760,3280,2960,12670,3300
El Salvador,SLV,2004,10,2890,10650,3140,2890,21080,3960
El Salvador,SLV,2005,10,60,18420,4550,3770,12500,4000
El Salvador,SLV,2006,10,90,14060,6800,4770,15820,4730
El Salvador,SLV,2007,10,520,14570,7830,4490,25010,5970
El Salvador,SLV,2008,20,20,5530,360,30,33570,7580
El Salvador,SLV,2009,20,20,4490,580,40,28480,6960
El Salvador,SLV,2010,0,0,1000,15000,0,21000,6000
El Salvador,SLV,2011,0,0,1000,15000,0,37000,6000
El Salvador,SLV,2012,0,0,2000,14000,0,33000,6000
El Salvador,SLV,2013,0,0,1000,13000,0,37000,4000
El Salvador,SLV,2014,0,0,1000,13000,0,49000,2000
El Salvador,SLV,2015,0,0,2000,12000,0,37000,6000
El Salvador,SLV,2016,0,0,2000,7000,0,45000,8000
El Salvador,SLV,2017,0,0,2000,7000,0,42000,8000
El Salvador,SLV,2018,0,0,2000,7000,0,45000,8000
El Salvador,SLV,2019,0,0,2000,7000,0,41000,8000
El Salvador,SLV,2020,0,0,2000,7000,0,41000,8000
