CityID,ObsID,year,LastObservation,City,metro_names,Country,continent,region,subregion,state_name,state_abbr,population,longitude,latitude,Walking,Cycling,Motorbykes,Active,Bus,Car,IncomeGroup,DataSource,DataLink,GDPPP 2022
M10157,ID0133,2006,YES,Coimbra,Coimbra,Portugal,Europe,Europe,Southern Europe,,,140000,-8.419,40.198,0.12,0.01,NA,0.13,0.18,0.69,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10158,C077,2019,YES,College Station-Bryan,"College Station-Bryan, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,232224,-96.321387,30.636684,0.019231,0.010181,NA,0.029412,0.012443,0.958145,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10159,ID0007,1999,NO,Cologne,Cologne,Germany,Europe,Europe,Western Europe,,,1000000,6.959,50.939,0.262626,0.121212,NA,0.38384,0.19192,0.42424,High income,The effect of Public Transport Investment on car ownership,https://www.researchgate.net/publication/317937028_The_Effect_of_Public_Transport_Investment_on_Car_Ownership,52745.75571
M10159,ID0135,2006,NO,Cologne,Cologne,Germany,Europe,Europe,Western Europe,,,989766,6.959,50.939,0.24,0.12,NA,0.36,0.21,0.43,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10159,ID0134,2017,YES,Cologne,Cologne,Germany,Europe,Europe,Western Europe,,,1060000,6.959,50.939,0.25,0.19,NA,0.44,0.21,0.35,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10160,C078,2019,YES,Colorado Springs,"Colorado Springs, CO Metro Area",United States,North America,North America,Northern America,Colorado,CO,660034,-104.8213634,38.8338816,0.041463,0.002439,NA,0.043902,0.002439,0.953659,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10161,C079,2019,YES,Columbia,"Columbia, MO Metro Area",United States,North America,North America,Northern America,Missouri,MO,165814,-92.3340724,38.9517053,0.041758,0.003297,NA,0.045055,0.007692,0.947253,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10162,C080,2019,YES,Columbia,"Columbia, SC Metro Area",United States,North America,North America,Northern America,South Carolina,SC,776019,-81.034986,33.995985,0.041573,0.001124,NA,0.042697,0.004494,0.952809,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10163,C082,2019,YES,Columbus,"Columbus, GA-AL Metro Area",United States,North America,North America,Northern America,Georgia,GA,304016,-84.982139,32.465663,NA,NA,NA,0.024609,0.005593,0.969799,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10164,C083,2019,YES,Columbus,"Columbus, OH Metro Area",United States,North America,North America,Northern America,Ohio,OH,1923605,-82.9987942,39.9611755,0.019506,0.003901,NA,0.023407,0.011704,0.964889,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10165,ID0138,2010,NO,Copenhagen,Copenhagen,Denmark,Europe,Europe,Northern Europe,,,548443,12.5856,55.6798,0.25,0.31,NA,0.56,0.15,0.29,High income,The European Platform on Mobility Management,https://epomm.eu/ ,67967.38187
M10165,ID0137,2012,NO,Copenhagen,Copenhagen,Denmark,Europe,Europe,Northern Europe,,,559000,12.5856,55.6798,0.2,0.26,NA,0.46,0.21,0.33,High income,The European Platform on Mobility Management,https://epomm.eu/ ,67967.38187
M10165,ID0136,2014,YES,Copenhagen,Copenhagen,Denmark,Europe,Europe,Northern Europe,,,591000,12.5856,55.6798,0.17,0.3,NA,0.47,0.2,0.33,High income,The European Platform on Mobility Management,https://epomm.eu/ ,67967.38187
M10166,ID0140,2004,NO,Cordoba,Córdoba,Spain,Europe,Europe,Southern Europe,,,330000,-4.777,37.885,0.18,0.01,NA,0.19,0.1,0.71,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,32676.98371
M10166,ID0139,2010,YES,Cordoba,Córdoba,Spain,Europe,Europe,Southern Europe,,,330000,-4.777,37.885,0.43,0.02,NA,0.45,0.1,0.45,High income,The European Platform on Mobility Management,https://epomm.eu/ ,32676.98371
M10167,ID0141,2011,YES,Cork,Cork,Ireland,Europe,Europe,Northern Europe,,,198582,-8.472,51.895,0.15,0.02,NA,0.17,0.07,0.76,High income,The European Platform on Mobility Management,https://epomm.eu/ ,103684.8808
M10168,C084,2019,YES,Corpus Christi,"Corpus Christi, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,431694,-97.396381,27.8005828,0.012752,0.002125,NA,0.014878,0.008502,0.976621,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10169,C085,2019,YES,Corvallis,"Corvallis, OR Metro Area",United States,North America,North America,Northern America,Oregon,OR,85323,-123.2620435,44.5645659,0.082759,0.031724,NA,0.114483,0.02069,0.864828,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10170,ID0142,2008,YES,Coswig/Radebeul,Coswig/Radebeul,Germany,Europe,Europe,Western Europe,,,55357,13.568,51.132,0.22,0.22,NA,0.44,0.07,0.49,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10171,ID0143,2001,YES,Cottbus,Cottbus,Germany,Europe,Europe,Western Europe,,,101671,14.328,51.751,0.25,0.22,NA,0.47,0.12,0.41,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10172,C086,2019,YES,Crestview,"Crestview-Fort Walton Beach-Destin, FL Metro Area",United States,North America,North America,Northern America,Florida,FL,243654,-86.567622,30.736436,0.023891,0.004551,NA,0.028441,0.002275,0.969283,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10173,C087,2019,YES,Cumberland,"Cumberland, MD-WV Metro Area",United States,North America,North America,Northern America,Maryland,MD,100942,-78.7625185,39.6528654,0.023128,0.001101,NA,0.024229,0.0001,0.975771,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10174,ID0144,2016,YES,Curitiba,Curitiba,Brazil,South America,Latin America and Caribbean,South America,,,1982000,-49.27,-25.45,0.2,0.05,NA,0.25,0.45,0.3,Upper middle income,Local Governments for Sustainability - ICLEI,https://iclei.org/ ,10043.62392
M10175,ID0145,2012,YES,Daejeon,Daejeon,South Korea,Asia,East Asia and Pacific,Eastern Asia,,,1533000,127.39,36.36,0.26,0.02,NA,0.28,0.28,0.44,High income,Korea National Transportation DB Report 2013,https://www.ktdb.go.kr/common/downloadFile.do?fileNm=/publication_TransportDB.pdf&dnFileNm=Korea%20Transport%20Database%20and%20Investment%20Strategies.pdf,33121.37129
M10176,C088,2019,YES,Dallas,"Dallas-Fort Worth-Arlington, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,6613589,-96.7968559,32.7762719,0.013871,0.001261,NA,0.015132,0.007566,0.977301,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10177,ID0147,2010,NO,Dar Es Salaam,Dar Es Salaam,Tanzania,Africa,Sub-Saharan Africa,Eastern Africa,,,5325879,39.21,-6.83,NA,NA,NA,0.45,0.43,0.12,Lower middle income,Local Governments for Sustainability - ICLEI,https://iclei.org/ ,1211.058594
M10177,ID0146,2018,YES,Dar Es Salaam,Dar Es Salaam,Tanzania,Africa,Sub-Saharan Africa,Eastern Africa,,,5325879,39.21,-6.83,NA,NA,NA,0.45,0.43,0.12,Lower middle income,Local Governments for Sustainability - ICLEI,https://iclei.org/ ,1211.058594
M10178,ID0148,2016,YES,Darmstadt,Darmstadt,Germany,Europe,Europe,Western Europe,,,145000,8.649,49.879,0.29,0.17,NA,0.46,0.15,0.39,High income,Darmstadt - Modal split,https://www.agora-verkehrswende.de/veroeffentlichungen/staedte-in-bewegung/file/pdf/?tx_agorathemen_themenliste%5Babbildung%5D=3566&cHash=7b20b7278cd2efa1db4dcec0ca144813,52745.75571
M10179,ID0149,2015,YES,Daugavpils,Daugavpils,Latvia,Europe,Europe,Northern Europe,,,96028,26.537,55.889,0.2,0.05,NA,0.25,0.35,0.4,High income,The European Platform on Mobility Management,https://epomm.eu/ ,23184.31167
M10180,C092,2019,YES,Davenport,"Davenport-Moline-Rock Island, IA-IL Metro Area",United States,North America,North America,Northern America,Iowa,IA,376779,-90.615979,41.593589,0.023359,0.001112,NA,0.024472,0.005562,0.969967,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10181,C093,2019,YES,Dayton,"Dayton, OH Metro Area",United States,North America,North America,Northern America,Ohio,OH,792415,-84.1916069,39.7589478,0.018605,0.002326,NA,0.02093,0.010465,0.968605,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10182,C094,2019,YES,Decatur,"Decatur, IL Metro Area",United States,North America,North America,Northern America,Illinois,IL,108393,-88.946927,39.852163,0.01989,0.005525,NA,0.025414,0.009945,0.964641,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10183,C095,2019,YES,Decatur,"Decatur, AL Metro Area",United States,North America,North America,Northern America,Alabama,AL,151768,-86.998774,34.562212,0.01989,0.005525,NA,0.025414,0.009945,0.964641,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10184,ID0150,2011,YES,Delhi,Delhi,India,Asia,South Asia,Southern Asia,,,28514000,77.29,28.63,0.21,0.12,NA,0.33,0.48,0.19,Lower middle income,Census of India 2011,https://censusindia.gov.in/census.website/,2484.845429
M10185,C096,2019,YES,Deltona,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",United States,North America,North America,Northern America,Florida,FL,592455,-81.2518833,29.0396219,0.011919,0.005959,NA,0.017878,0.003576,0.978546,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10186,C097,2019,YES,Denver,"Denver-Aurora-Lakewood, CO Metro Area",United States,North America,North America,Northern America,Colorado,CO,2617172,-104.959491,39.72677,0.022099,0.008287,NA,0.030387,0.023481,0.946133,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10187,C098,2019,YES,Des Moines,"Des Moines-West Des Moines, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,582353,-93.711332,41.5772115,0.021492,0.003793,NA,0.025284,0.003793,0.970923,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10188,ID0154,2003,NO,Dessau-Rosslau,Dessau-Roßlau,Germany,Europe,Europe,Western Europe,,,78800,12.24,51.823,0.23,0.24,NA,0.47,0.07,0.46,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10188,ID0153,2008,YES,Dessau-Rosslau,Dessau-Roßlau,Germany,Europe,Europe,Western Europe,,,93810,12.24,51.823,0.2,0.22,NA,0.42,0.08,0.5,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10189,C099,2019,YES,Detroit,"Detroit-Warren-Dearborn, MI Metro Area",United States,North America,North America,Northern America,Michigan,MI,4243488,-83.0466403,42.3315509,0.014981,0.002497,NA,0.017478,0.011236,0.971286,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10190,ID0155,2009,YES,Dhaka,Dhaka,Bangladesh,Asia,South Asia,Southern Asia,,,19578000,90.4059,23.7924,0.19,0.39,NA,0.58,0.29,0.13,Lower middle income,Dhaka mobility study,https://www.researchgate.net/publication/350471621_Transport_Mobility_in_Bangladesh-A_Case_Study_of_Dhaka_City,2529.080127
M10191,ID0156,2008,YES,Dippoldiswalde,Dippoldiswalde,Germany,Europe,Europe,Western Europe,,,10544,13.667,50.897,0.24,0.03,NA,0.27,0.08,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10192,ID0159,1999,NO,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.47253,0.19381,0.33367,High income,San Sebastián/Donostia: Calidad urbana: el espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10192,ID0158,2003,NO,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.48248,0.17317,0.34434,High income,San Sebastián/Donostia: Calidad urbana: el espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10192,ID0157,2007,YES,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.42543,0.25526,0.31932,High income,San Sebastián-Donostia. Calidad urbana: El espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10193,ID0162,2005,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,585678,7.466,51.51,0.18,0.1,NA,0.28,0.22,0.5,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10193,ID0161,2013,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,580000,7.466,51.51,0.215152,0.068687,NA,0.28384,0.24242,0.47374,High income,Haushaltsbefragung zum Mobilitätsverhalten der Dortmunder Bevölkerung 2013,https://www.dortmund.de/media/p/stadtplanungs_und_bauordnungsamt/stadtplanung_bauordnung_downloads/verkehrsplanung/Vorlage_Mobilitaetsverhalten.pdf,52745.75571
M10193,ID0160,2019,YES,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,580000,7.466,51.51,0.19,0.1,NA,0.29,0.22,0.49,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10194,C100,2019,YES,Dothan,"Dothan, AL Metro Area",United States,North America,North America,Northern America,Alabama,AL,145158,-85.3904888,31.2232313,0.006329,0.001055,NA,0.007384,0.001055,0.991561,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10195,ID0163,2011,YES,Douro,Douro,Portugal,Europe,Europe,Southern Europe,,,95672,-6.63,41.29,NA,NA,NA,0.19,0.15,0.66,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10196,C101,2019,YES,Dover,"Dover, DE Metro Area",United States,North America,North America,Northern America,Delaware,DE,165444,-75.5243682,39.158168,0.010905,0.001091,NA,0.011996,0.010905,0.977099,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10197,ID0165,2001,NO,Drammen,Drammen,Norway,Europe,Europe,Northern Europe,,,55791,10.212,59.745,0.18,0.04,NA,0.22,0.11,0.67,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10197,ID0164,2005,YES,Drammen,Drammen,Norway,Europe,Europe,Northern Europe,,,55725,10.212,59.745,0.21,0.04,NA,0.25,0.1,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10198,ID0168,2001,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,517052,13.741,51.06,0.242424,0.121212,NA,0.36364,0.20202,0.43434,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10198,ID0167,2008,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,512546,13.741,51.06,0.22,0.16,NA,0.38,0.21,0.41,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10198,ID0166,2018,YES,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,512546,13.741,51.06,0.26,0.18,NA,0.44,0.2,0.36,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10199,ID0171,2011,NO,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.15,0.07,NA,0.22,0.21,0.57,High income,The European Platform on Mobility Management,https://epomm.eu/ ,103684.8808
M10199,ID0170,2016,NO,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.145374,0.0837,NA,0.229075,0.236784,0.534141,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,103684.8808
M10199,ID0169,2020,YES,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.181818,0.070707,NA,0.252525,0.151515,0.59596,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,103684.8808
M10200,C102,2019,YES,Dubuque,"Dubuque, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,93905,-90.6645718,42.5005583,NA,NA,NA,0.019495,0.008028,0.972477,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10201,ID0173,2000,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,514915,6.774,51.446,0.28,0.08,NA,0.36,0.11,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10201,ID0172,2005,YES,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,501564,6.774,51.446,0.2,0.13,NA,0.33,0.11,0.56,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10202,C103,2019,YES,Duluth,"Duluth, MN-WI Metro Area",United States,North America,North America,Northern America,Minnesota,MN,277198,-92.1004852,46.7866719,0.04388,0.003464,NA,0.047344,0.005774,0.946882,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10203,ID0174,2001,YES,Dundee,Dundee,United Kingdom,Europe,Europe,Northern Europe,,,142070,-2.97,56.461,0.31,0.01,NA,0.32,0.2,0.48,High income,The European Platform on Mobility Management,https://epomm.eu/ ,48866.60396
M10204,ID0175,2003,YES,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,259000,2.379,51.04,0.25,0.02,NA,0.27,0.07,0.66,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10205,C104,2019,YES,Durham,"Durham-Chapel Hill, NC Metro Area",United States,North America,North America,Northern America,North Carolina,NC,519050,-79.0558445,35.9131996,0.027066,0.008547,NA,0.035613,0.018519,0.945869,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10206,ID0180,2001,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,570765,6.787,51.226,0.19,0.06,NA,0.25,0.22,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10206,ID0179,2008,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,629005,6.787,51.226,0.27,0.11,NA,0.38,0.22,0.4,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10206,ID0178,2013,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.29,0.12,NA,0.41,0.19,0.4,High income,Mobilitätsbefragung: Verkehrswende nimmt Fahrt auf,https://www.duesseldorf.de/aktuelles/news/detailansicht/newsdetail/mobilitaetsbefragung-verkehrswende-nimmt-fahrt-auf-1.html,52745.75571
M10206,ID0177,2017,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.34,0.13,NA,0.47,0.18,0.35,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10206,ID0176,2018,YES,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.27,0.16,NA,0.43,0.21,0.36,High income,Mobilitätsbefragung: Verkehrswende nimmt Fahrt auf,https://www.duesseldorf.de/aktuelles/news/detailansicht/newsdetail/mobilitaetsbefragung-verkehrswende-nimmt-fahrt-auf-1.html,52745.75571
M10207,C105,2019,YES,East Stroudsburg,"East Stroudsburg, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,166878,-75.172533,40.9970909,NA,NA,NA,0.011534,0.020761,0.967705,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10208,C106,2019,YES,Eau Claire,"Eau Claire, WI Metro Area",United States,North America,North America,Northern America,Wisconsin,WI,161894,-91.4984941,44.811349,0.025346,0.00576,NA,0.031106,0.004608,0.964286,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10209,ID0181,2008,YES,Eberswalde,Eberswalde,Germany,Europe,Europe,Western Europe,,,41396,13.796,52.846,0.27,0.13,NA,0.4,0.13,0.47,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10210,ID0183,2010,NO,Edinburgh,Edinburgh,United Kingdom,Europe,Europe,Northern Europe,,,471650,-3.18,55.95,0.193878,0.071429,NA,0.265306,0.306122,0.428571,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,48866.60396
M10210,ID0182,2019,YES,Edinburgh,Edinburgh,United Kingdom,Europe,Europe,Northern Europe,,,471650,-3.18,55.95,0.19802,0.049505,NA,0.24752,0.44554,0.30693,High income,Edinburgh City Mobility Plan-2030,https://theedinburghreporter.co.uk/wp-content/uploads/2021/02/Edinburgh-City-Mobility-Plan-2030.pdf,48866.60396
M10211,ID0184,2016,YES,Edmonton,Edmonton,Canada,North America,North America,Northern America,,,1415000,-113.491241,53.5462055,0.037,0.01,NA,0.047,0.113,0.84,High income,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm,53371.69743
M10212,ID0185,2008,YES,Eichwalde/Zeuthen,Eichwalde/Zeuthen,Germany,Europe,Europe,Western Europe,,,16417,13.623,52.378,0.16,0.18,NA,0.34,0.13,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10213,ID0188,2004,NO,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,220782,5.472,51.447,0.03,0.24,NA,0.27,0.08,0.65,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,62536.73203
M10213,ID0187,2008,NO,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,210333,5.472,51.447,0.14,0.23,NA,0.37,0.07,0.56,High income,POLIS - Cities and regions for transport innovation,https://www.polisnetwork.eu/member/eindhoven/ ,62536.73203
M10213,ID0186,2014,YES,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,220782,5.472,51.447,0.13,0.4,NA,0.53,0.05,0.42,High income,The European Platform on Mobility Management,https://epomm.eu/ ,62536.73203
M10214,C107,2019,YES,El Centro,"El Centro, CA Metro Area",United States,North America,North America,Northern America,California,CA,173867,-115.5630514,32.792,NA,NA,NA,0.031351,0.011892,0.956757,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10215,C108,2019,YES,El Paso,"El Paso, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,815448,-106.329803,31.744282,0.017798,0.002225,NA,0.020022,0.010011,0.969967,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10216,ID0189,2007,YES,Elbeuf,Elbeuf,France,Europe,Europe,Western Europe,,,55000,1.004,49.289,0.28,0.01,NA,0.29,0.05,0.66,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10217,C109,2019,YES,Elizabethtown-Fort Knox,"Elizabethtown-Fort Knox, KY Metro Area",United States,North America,North America,Northern America,Kentucky,KY,148712,-85.8794832,37.69282,0.024336,0.001106,NA,0.025442,0.002212,0.972345,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10218,C110,2019,YES,Elkhart-Goshen,"Elkhart-Goshen, IN Metro Area",United States,North America,North America,Northern America,Indiana,IN,196502,-85.8344383,41.5822716,0.03312,0.014957,NA,0.048077,0.002137,0.949786,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10219,ID0190,2014,YES,Elverum,Elverum,Norway,Europe,Europe,Northern Europe,,,20563,11.563,60.88,0.19,0.07,NA,0.26,0.04,0.7,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10220,ID0191,2007,YES,Emden,Emden,Germany,Europe,Europe,Western Europe,,,49751,7.206,53.366,0.08,0.3,NA,0.38,0.03,0.59,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10221,ID0192,2008,YES,Enschede,Enschede,Netherlands,Europe,Europe,Western Europe,,,154753,6.893,52.215,0.15,0.26,NA,0.41,0.04,0.55,High income,Global BRT data,https://brtdata.org/download/?l=location/europe/netherlands/enschede/&output=pdf,62536.73203
M10222,ID0193,2012,YES,Erd,Érd,Hungary,Europe,Europe,Eastern Europe,,,63000,18.921,47.378,0.15,0.03,NA,0.18,0.3,0.52,High income,The European Platform on Mobility Management,https://epomm.eu/ ,22147.20973
M10223,ID0198,1990,NO,Erfurt,Erfurt,Germany,Europe,Europe,Western Europe,,,204000,11.031,50.992,0.41,0.03,NA,0.44,0.2,0.36,High income,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html,52745.75571
M10223,ID0197,1998,NO,Erfurt,Erfurt,Germany,Europe,Europe,Western Europe,,,204000,11.031,50.992,0.33,0.06,NA,0.39,0.21,0.4,High income,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html,52745.75571
M10223,ID0196,2001,NO,Erfurt,Erfurt,Germany,Europe,Europe,Western Europe,,,203830,11.031,50.992,0.26,0.09,NA,0.35,0.21,0.44,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10223,ID0195,2008,NO,Erfurt,Erfurt,Germany,Europe,Europe,Western Europe,,,201368,11.031,50.992,0.29,0.08,NA,0.37,0.24,0.39,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10223,ID0194,2013,YES,Erfurt,Erfurt,Germany,Europe,Europe,Western Europe,,,201368,11.031,50.992,0.3,0.11,NA,0.41,0.17,0.42,High income,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html,52745.75571
M10224,C112,2019,YES,Erie,"Erie, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,277159,-80.085059,42.1292241,0.037628,0.002281,NA,0.039909,0.012543,0.947548,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10225,ID0199,2005,YES,Erlangen,Erlangen,Germany,Europe,Europe,Western Europe,,,103197,10.997,49.583,0.09,0.16,NA,0.25,0.14,0.61,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10226,ID0200,2010,YES,Eskilstuna,Eskilstuna,Sweden,Europe,Europe,Northern Europe,,,97596,16.509,59.37,0.21,0.13,NA,0.34,0.08,0.58,High income,The European Platform on Mobility Management,https://epomm.eu/ ,56305.2502
M10227,ID0202,2008,NO,Espoo,Espoo,Finland,Europe,Europe,Northern Europe,,,260800,24.655,60.202,0.21,0.07,NA,0.28,0.2,0.52,High income,The European Platform on Mobility Management,https://epomm.eu/ ,53755.91174
M10227,ID0201,2012,YES,Espoo,Espoo,Finland,Europe,Europe,Northern Europe,,,260800,24.655,60.202,0.22,0.08,NA,0.3,0.2,0.5,High income,The European Platform on Mobility Management,https://epomm.eu/ ,53755.91174
M10228,ID0205,2001,NO,Essen,Essen,Germany,Europe,Europe,Western Europe,,,588168,7.01,51.449,0.26,0.03,NA,0.29,0.17,0.54,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
