Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
828,2022/11/26,,yes,offline,,group demonstration,Hubei,Wuhan,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,1127 Movement,Tier 1,,"Residents of the old town in Hankou gathered despite the Covid lockdown measures, shouting ""lift the lockdown, we want to live"" with loudspeakers to protest the government's Covid policies."
827,2022/11/27,,yes,offline,,sign protest,,Chongqing,1,,,,"COVID-19 pandemic policies, censorship, political change",students,,"policy change, political change",,,,"1127 Movement, New Culture Movement",Tier 1,,"Several cardboard posters with slogans appeared on the campus of Chongqing University, including the spirit of ""To the Youth"", ""This content cannot be viewed due to violation of regulations"", ""A single spark can start a prairie fire"", ""1124"", ""If there is light, there is heat, every utterance is useful"" and so on. Protesters were presumably expressing their solidarity with the victim of Urumqi fire, opposition to COVID-Zero policy and appeal for political reform."
826,2022/11/27,,yes,offline,,sign protest,Sichuan,Chengdu,1,,,,"COVID-19 pandemic policies, political change",students,central government,,,,,1127 Movement,Tier 1,,"A mask with the words ""Rise up!"" were posted on the statue of Nie Er, the composer of the Chinese national anthem, at the Sichuan Conservatory of Music. Protesters were presumably expressing their dissatisfaction with various suppression policies in China."
825,2022/11/27,,yes,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,"COVID-19 pandemic policies, political change",students,,"policy change, political change",,,,"1127 Movement, New Culture Movement",Tier 1,,"A group of students of the Sichuan Conservatory of Music expressed their dissatisfaction with the COVID-Zero policy by lighting up mobile phone flashlights. They cited ""Scientific rather than imaginary"", one of the content of ""To the Youth"" in the New Culture Movement, as their slogan."
824,2022/11/20,,yes,offline,,group demonstration,Hebei,Shijiazhuang,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"A group of protesters who appeared to be students' parents, held up a banner in front of Hebei Normal University, demanding that students who meet the health conditions be allowed to go home."
823,2022/09/26,,no,offline,,group demonstration,Guangdong,Shenzhen,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,"arrest/detention, monitoring",,,,Tier 1,,"On September 26, the Shenzhen government announced a ""temporary lockdown"" in the Shawei village of Futian district. Discontent with the order, local residents gathered on the street to protest. Authorities dispatched a large contingent of police wearing blue protective suits to suppress the protest. Some protesters were reportedly arrested."
822,2022/10/06,,no,online,Weibo,individual post,Tibet,Lhasa,,1,,male,COVID-19 pandemic policies,Tibetans,local government,,arrest/detention,,,,Tier 1,,"A Tibetan man in Lhasa named Jamyang Tsultrim published a Weibo post crticizing the pandemic lockdown for causing a person to jump to their death. Police subsequently arrested Tsultrum, forcing him to record a video confessing that his speech was an ""illegal act""."
821,2022/10/11,,no,offline,,non-cooperation,Sichuan,Shiqu,2--9,,,male,COVID-19 pandemic policies,Tibetans,,,arrest/detention,,,,Tier 3,,Two Tibetan men in Shiqu County refused to obey strict pandemic lockdown rules and went to a store to buy groceries. Police arrested both men.
820,2022/10/13,,yes,online,Kuaishou,"individual post, art/performing",Qinghai,Golog (Guoluo),,1,,male,freedom of belief,Tibetans,,,"arrest/detention, censorship",,,,Tier 1,,"Five Tibetan men, including the singer Derab, performed a song celebrating the Dalai Lama for a music contest on Kuaishou. The video was censored and police detained the men."
819,2022/09/15,,no,online,Weibo,individual post,Tibet,Lhasa,,1,,,"COVID-19 pandemic policies, censorship",Tibetans,local government,,,,,,Tier 1,,A Tibetan university student published a Weibo post criticizing the Lhasa government's implementation of pandemic prevention and heavy censorship of local people trying to speak out about pandemic measures.
818,2022/09/25,,no,online,Weibo,individual post,Tibet,Lhasa,,1,,,COVID-19 pandemic policies,,local government,,censorship,,,,Tier 1,,"After more than 45 days of lockdown in Lhasa, multiple residents jumped to their deaths between September 23 and 25. A Weibo user wrote a post to express grief and crticiism of strict pandemic prevention measures. The post was later deleted."
817,2022/08/18,,yes,online,WeChat,"individual post, coded language post",Qinghai,Serkhog (Datong),,1,,male,censorship,Tibetans,local government,,,,,,Tier 3,,"In mid-August, a flash flood occurred in Serkhog (Datong County) of Qinghai Province, severely affecting locla villagers. According to a Tibetan human rights organization, a Tibetan man tried to get information to the outside world about the actual situation around this disaster but was controlled by local authorities. In response, the man used coded language in his WeChat status update area to express that he had been silenced. Due to security risks, the information source cannot be shared."
816,2022/10/16,,no,offline,,sign protest,Shaanxi,Xi'an,1,,,,"COVID-19 pandemic policies, political change",urban residents,central government,"political reform, policy change, government accountability",,,,Sitong Bridge Movement,Tier 1,,"According to a Twitter post by Chinese human rights activist Wang Jianhong, in the early morning of October 16, slogans in support of Beijing Sitong Bridge protester appeared in four different places in Xi'an. Two of the slogans were the same as the banner at Sitong Bridge, the other two slogans read ""Xi Jinping, your father wants you to get off at the station."""
815,2022/06/15,,yes,offline,,group demonstration,,Shanghai,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,arrest/detention,,,,Tier 1,,"On one day in June, dozens of Shanghai residents protested against the government's installation of barbed wire fencing around their residential area. ""Freedom! Equality! Justice! The Rule of Law!"" a man shouted before he was arrested by the police."
814,2022/06/15,,yes,online,,"popular post, performance art",,Shanghai,,1,"1,000,000+",male,COVID-19 pandemic policies,art workers,central government,,censorship,,813,,Tier 1,,"Shanghai cinematographer Yang Xiao randomly combined 600 commonly used Chinese propaganda phrases, such as ""core consciousness"", ""obedience to the overall situation"", and ""national supremacy"", into some meaningless words and sentences. Later, he used a voice program to read these slogans aloud, and played them on the street through speakers, expressing his dissatisfaction with the epidemic prevention policy. After he posted the video online, it attracted more than 1.3 million views before it was deleted."
813,2022/06/15,,yes,offline,,"performance art, one-person demonstration",,Shanghai,1,,,male,COVID-19 pandemic policies,art workers,central government,,,,814,,Tier 1,,"Shanghai cinematographer Yang Xiao randomly combined 600 commonly used Chinese propaganda phrases, such as ""core consciousness"", ""obedience to the overall situation"", and ""national supremacy"", into some meaningless words and sentences. Later, he used a voice program to read these slogans aloud, and played them on the street through speakers, expressing his dissatisfaction with the epidemic prevention policy."
812,2022/08/19,,no,offline,,"one-person demonstration, petition",Sichuan,Chengdu,1,,,male,abusing authority,urban residents,local government,government accountability,arrest/detention,,,,Tier 1,,"Feng Yongjun, an activist in Sichuan was dissatisfied with the illegal administrative punishment imposed on him by the local police in 2016. Therefore, he went to the Sichuan High Court to file a complain, but was immediately detained by the Chengdu police on the ground of ”picking quarrels and provoking trouble""."
811,2022/06/23,,no,offline,,group demonstration,Guangxi,Nanning,2--9,,,,fraud,investors,bank,refund,,,,,Tier 1,,"Several bank customers held signs outside the Nanning branch of Shanghai Pudong Development Bank, accusing the bank of defrauding them and demanding a refund."
810,2022/09/10,,no,offline,,group demonstration,Shaanxi,Xianyang,2--9,,,male,,victim's family/friends,university,,,,,,Tier 1,,"Three people protested at the entrance of Xizang Minzu University with signs accusing the university of colluding with the construction company and carrying out illegal construction. According to the signs, it seems that the university’s construction work led to their friends/family’s death or injury."
809,2022/07/19,,yes,offline,,sign protest,Heilongjiang,Jiamusi,1,,,,land rights,urban residents,property developer,,,,,,Tier 1,,"The residents of a community in Jiamusi accused the developer of destroying their buildings because they did not agree to the demolition plan. The court later ruled that the demolition was illegal and should be renegotiated, but nothing has been done so far. As a result, some residents hung banners outside the buildings and demanded that the developer ""return my home."""
808,2022/06/30,,yes,offline,,group demonstration,Shandong,Weifang,10-99,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,"As the construction of Shimao Cloud Atlas in Weifang had stalled for a long time, homebuyers gathered in front of the sales center on the scheduled property handover date and accused the developer of fraud."
807,2022/10/04,,yes,offline,,group demonstration,Shandong,Jining,2--9,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,"Homebuyers of Sunac Jining Mansion held a banner on the street for the delayed delivery of houses, accusing the developer of fraud."
806,2022/09/14,,yes,offline,,group demonstration,Guangxi,Liuzhou,10-99,,,,delayed housing project,property buyers,"local government, property developer","government intervention, resume construction",,,,,Tier 1,,"As the construction of Sunac Jiuquefu Mansion in Liuzhou had stalled for more than a year, homebuyers demanded that the government intervene and ensure the developer finishes the project and hands over the property."
805,2022/10/03,,yes,offline,,group demonstration,Anhui,Hefei,2--9,,,,interior finish disputes,property buyers,property developer,,,,,,Tier 1,,Homebuyers of Radiance Elite’s Mansion in Feixi held up banners outside the project sales center to protest the developer's refusal of refunding the interior finish charges.
804,2022/09/26,,no,offline,,group demonstration,Liaoning,Dalian,10-99,,,,delayed housing project,property buyers,property developer,property handover,,,,,Tier 1,,"As the construction of Majestic Mansion in Dalian had stalled, homebuyers went to the sales center to protest and demand the property handover."
803,2022/10/02,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,building quality,property buyers,property developer,,,,,,Tier 1,,"Homebuyers of Zhengzhou Greentown Lunar River gathered in front of the residential complex, accusing the developer of failing to provide the facilities promised and to meet the standard for the property handover, therefore refusing to receive the property."
802,2022/10/01,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,interior finish disputes,property buyers,,,,,,,Tier 1,,Homebuyers of Park Hill in Shenzhen protested in front of Vanke Future Light over the interior finish charge disputes.
801,2022/08/14,,yes,offline,,group demonstration,Gansu,Lanzhou,2--9,,,male,pay and benefits,construction workers,construction company,payment of arrears,,,,,Tier 1,,"China Railway 21st Bureau Group failed to pay a group of construction workers for five months. In response, the workers collectively demanded wages in front of the company building. A video of the scene originally on Weibo no longer exists."
800,2022/09/11,,yes,offline,,non-cooperation,Sichuan,Chengdu,1,,,male,COVID-19 pandemic policies,urban residents,local government,,"arrest/detention, state violence",,,,Tier 1,,"After police in Chengdu demanded a man put on a mask, he refused and asked, ""who made this rule?"" Later a bystander yelled, ""It is the country's requirement!"" to which the man asked, ""What is the reason behind the country's requirement?"" He went on to criticize China's prevention measures. Police subsequently peppersprayed and cuffed the man, taking him away."
799,2022/10/18,,no,offline,,non-cooperation,Sichuan,Chengdu,1,,,male,freedom of belief,Christians,,right to practice faith,"intrusion, harassment",,,,Tier 1,,"Early Rain Covenant Church in Chengdu was intruded by the local state security office and Presbyter Li Yingqiang was ordered not to attend any praying meeting during the 20th National Congress. He refused to compromise, the security officer then threatened to harrass him every day."
798,2022/10/23,,no,offline,,"group demonstration, march",,Shanghai,2--9,,,,"COVID-19 pandemic policies, political change",urban residents,central government,"political reform, policy change, government accountability",monitoring,,,Sitong Bridge Movement,Tier 1,,"Several young people in Shanghai marched with banners in honor of the Sitong Bridge protesters. On the white banner was written a few words, ""Don't want...Want...Don't want...Want..."", shorthand for the content of the protest in Beijing."
797,2022/10/19,,no,offline,,"one-person demonstration, petition",Ningxia,Zhongwei,1,,,,corruption,citizens,local government,government accountability,arrest/detention,,,,Tier 1,,"Wang Jie, an agricultural farmer in Ningxia, complained to the State Bureau of Letters and Calls that the local government had implemented illegal administrative actions against the local people. After returning to Ningxia, he was detained by the local police station for 14 days."
796,2022/10/27,,yes,offline,,group demonstration,Hebei,Tangshan,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,Parents of students at Yangguang Yizhong Middle School in Zunhua protested at the school gate because they disagreed with their children being quarantined at the school.
795,2022/10/29,,no,offline,,group demonstration,Hebei,Zhangjiakou,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,,,,Tier 1,,"A group of parents in Zhangjiakou knelt on the side of the road, shouting ""Let our children go home"", asking to take back their children who were quarantined due to epidemic prevention. A large number of polices were monitoring during the protest."
794,2022/11/03,,no,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,pay and benefits,athletes,sport club,payment of arrears,,,,,Tier 1,,"Before the start of a Chinese Super League football match, players of the Hebei team held up a banner on the field that read ""I beg China Fortune Land Development to repay the hard-earned money of Chinese players"" to demand wages from the owner of the football club."
793,2022/10/25,,yes,offline,,non-cooperation,,Shanghai,10-99,,,,COVID-19 pandemic policies,students,university,policy change,,,,,Tier 1,,"There were positive cases in the dormitory of Tongji University in Shanghai. The school required the students to be quarantined in a centralized manner, which was resisted by students."
792,2022/10/27,,yes,offline,,group demonstration,Shandong,Jinan,2--9,,,,pay and benefits,construction workers,construction company,payment of arrears,,,,,Tier 1,,A group of construction workers held up banner in front of the Shandong Highway Maintenance Company to demand wages.
791,2022/10/26,,yes,offline,,collective petitioning,Shaanxi,Xi'an,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"Shaanxi Housing and Construction Bureau, Huashan Construction Group and a company in Xianyang shirked their responsibilities, resulting in construction workers being in arrears of wages for up to two years. The workers therefore went to Shaanxi Construction Engineering Group to demand wages."
790,2022/09/19,,yes,offline,,group demonstration,Shanxi,Taiyuan,10-99,,,,school district disputes,property buyers,property developer,,,,,,Tier 1,,"The developer of OCT Swan Mansion in Taiyuan promised that homebuyers’ children could go to a good school after purchasing the property, but the school had not started construction yet, so they held signs to demand that the developer deliver the promise. The police came to monitor the situation."
789,2022/09/28,,no,offline,,group demonstration,Hunan,Zhuzhou,10-99,,,,building quality,property buyers,"local government, central government, property developer","government intervention, rescind contract",,,,,Tier 1,,"Homebuyers of the residential project “Chang Chun Teng” in Zhuzhou held banners outside the project's reception center, protesting the developer's jerry-built construction and demanding that the government deliver justice and that the contract be rescinded."
788,2022/06/30,,no,offline,,group demonstration,Hebei,Langfang,2--9,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,Homebuyers of Peacock City in Bazhou hold a banner and a flag outside the project sales center to protest the developer's delay in resuming construction.
787,2022/09/13,,yes,offline,,group demonstration,,Chongqing,100-999,,,,delayed housing project,property buyers,,,monitoring,,,,Tier 1,,Homebuyers of Macalline Sky Mansion in Chongqing took to the streets to protest the developer’s failure to finish the construction. The video shows the presence of police.
786,2022/09/26,,yes,offline,,group demonstration,Sichuan,Chengdu,2--9,,,,delayed housing project,property buyers,property developer,,"state violence, arrest/detention",,,,Tier 1,,Homebuyers of “Yujing International” in Chengdu protested the developer’s failure to finish the project. The photos show some were suppressed and arrested by police.
785,2022/10/26,,no,offline,,"one-person demonstration, sign protest",Hubei,Wuhan,1,,,,pay and benefits,construction workers,property developer,payment of arrears,intimidation,,,,Tier 1,,"A man in Wuhan painted graffiti on the exterior wall of a building to demand salary from the developer. The content of the graffiti was ""Sunac and Jiatule pay back my wages, pay back my hard-earned money"". The property manager reported it to police who admonished the man and opened an investigation."
784,2022/10/17,,yes,offline,,group demonstration,,Beijing,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A group of construction workers demanded wages in front of a construction site of Sino-Ocean Group in Liuniangfu, Beijing."
783,2022/10/18,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,pay and benefits,entertainment workers,entertainment company,payment of arrears,,,,,Tier 1,,Employees of Shenzhen Youliang Culture Company hang banner in their office to demand wages.
782,2022/09/28,,yes,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,male,pay and benefits,construction workers,local government,government intervention,,,,,Tier 1,,A group of construction workers knelt in front of the Yanliang District Convernment in Xi'an City to demand wages.
781,2022/11/15,,no,offline,,"group demonstration, march",Guangdong,Guangzhou,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,"monitoring, arrest/detention",,,,Tier 1,,"Residents of Datang Village in Guangzhou protested collectively because they were dissatisfied with the epidemic prevention policy. They pushed down the fence and took to the streets, some were injured during the protest. Soon after the incident broke out, the government dispatched a large number of police forces to suppress the people."
780,2022/10/13,,no,offline,,"one-person demonstration, sign protest",,Beijing,1,,,male,"COVID-19 pandemic policies, political change",urban residents,central government,"political reform, policy change, government accountability",arrest/detention,,,Sitong Bridge Movement,Tier 1,,"A protestor demonstrated against CCP general secretary Xi Jinping's cult of personality, dictatorship, human rights violations, seeking of leadership for life and implementation of the zero-COVID policy by hanging banners and burning tires on Beijing Sitong Bridge. He has been dubbed Bridge Man in reference to Tank Man."
779,2022/10/05,,no,offline,,group demonstration,Guangdong,Huizhou,10-99,,,,COVID-19 pandemic policies,tourists,local government,policy change,,,,,Tier 1,,"Tourists at Wu Mountain Trail Bay Resort Hotel in Huizhou were suddenly ordered to be quarantined. They protested at the entrance of the hotel, shouting the slogan ""Excessive epidemic prevention, I want to go home"" and demanding that the government lift the lockdown."
778,2022/11/04,,yes,offline,,group demonstration,Heilongjiang,Daqing,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,,,,Tier 1,,"A wholesale market in Daqing banned merchants from operating due to epidemic prevention, therefore, many merchants protested on the street. The local government dispatched a large number of police forces to the protest site to maintain stability."
777,2022/11/06,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"A residential area in Zhengzhou has been locked down for 26 days, a large number of residents protested by beating pots and pans in their apartments."
776,2022/10/26,,no,offline,,group demonstration,Tibet,Lhasa,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,,,,Tier 1,,"A large number of residents in Lhasa took to the streets to express their dissatisfaction with the lockdown of the city for more than 70 days. Sources pointed out that the main reason for the protest was that they were not allowed to buy food and daily necessities. The protest lasted from day to night, with special police standing guard with shields in hand."
775,2022/11/13,,yes,offline,,non-cooperation,Shanxi,Taiyuan,2--9,,,female,COVID-19 pandemic policies,urban residents,local government,policy change,"monitoring, arrest/detention",,,,Tier 1,,A woman in Taiyuan was dissatisfied with the COVID-19 lockdown and tore down the fence around the residential area. She was subsequently arrested by the police.
774,2022/11/11,,yes,offline,,non-cooperation,Guangdong,Guangzhou,2--9,,,male,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,Villagers of Longtan Village in Guangzhou were dissatisfied with the epidemic prevention policy and tore down fences and tents around the village.
773,2022/11/22,,yes,offline,,group demonstration,Hebei,Shijiazhuang,10-99,,,,COVID-19 pandemic policies,students,university,policy change,,,,,Tier 1,,"Students of Hebei Normal University were suspected to be quarantined in the school dormitory. They shouted ""protest, protest"" in the dormitory room."
772,2022/08/01,,yes,online,,collective petitioning,,Shanghai,,,,,COVID-19 pandemic policies,urban residents,local government,policy change,arrest/detention,,,,Tier 1,,"Ji Xiaolong, a Shanghai resident initiated the ""Shanghai Citizens' Petition"" during the lockdown, calling on the government to stop the Zero-Covid policy and compensate citizens. As a result, he was arrested on suspicion of picking quarrels and provoking trouble."
771,2022/10/01,,yes,offline,,group demonstration,Henan,Zhengzhou,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,The authority of Jinghu residential area in Zhengzhou restricted the residents' liberty for up to 72 hours on the ground of COVID-19 prevention without any announcement. Residents were dissatisfied and protested at the gate of the community.
770,2022/10/02,,yes,offline,,group demonstration,Gansu,Lanzhou,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,,,,Tier 1,,Residents of a community in Lanzhou protested and demanded that the COVID-19 restrictions be lifted.
769,2022/09/28,,yes,offline,,group demonstration,Henan,Zhengzhou,100-999,,,,COVID-19 pandemic policies,students,university,policy change,,policy changed,,,Tier 1,,"Students of Zhengzhou University of Light Industry in Henan protested and demanded COVID-19 restrictions be lifted. According to the comments at the bottom of the post, the school eventually agreed to lift the lockdown."
768,2022/09/29,,yes,offline,,group demonstration,Henan,Kaifeng,100-999,,,,COVID-19 pandemic policies,students,university,policy change,,policy changed,,,Tier 1,,"Students of Kaifeng University in Henan protested and demanded COVID-19 restrictions be lifted. According to the comments at the bottom of the post, the school eventually agreed to lift the lockdown."
767,2022/09/28,,yes,offline,,sign protest,Henan,Zhengzhou,1,,,,COVID-19 pandemic policies,students,university,policy change,,,,,Tier 1,,"Students from Zhengzhou North China University of Water Conservancy and Hydropower wrote graffiti on the bulletin board, demanding COVID-19 restrictions be lifted."
766,2022/09/28,,yes,offline,,group demonstration,Henan,Zhengzhou,100-999,,,,COVID-19 pandemic policies,students,university,policy change,,policy changed,,,Tier 1,,"Students of Zhengzhou Henan Institute of Technology protested and demanded COVID-19 restrictions be lifted. According to the comments at the bottom of the post, the school eventually agreed to lift the lockdown."
765,2022/09/27,,yes,offline,,non-cooperation,Guangdong,Shenzhen,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,Shenzhen Yujing Huacheng has been locked down for the fourth time since 2022. The residents were unwilling to cooperate with and rushed out of the control area collectively. Covid hazmat volunteers tried to stop them but failed.
764,2022/09/26,,yes,offline,,group demonstration,Hebei,Langfang,,,,,COVID-19 pandemic policies,students,university,policy change,intimidation,,,,Tier 1,,"Students of North China Institute of Science and Technology in Hebei demanded restrictions be lifted, while the school teachers threatened the students to abide by the epidemic prevention policy."
763,2022/09/26,,yes,offline,,sign protest,Shanxi,Taiyuan,1,,,,COVID-19 pandemic policies,students,local government,policy change,,,,,Tier 1,,Students of Shanxi Taiyuan University of Technology hang banners on campus to protest against the epidemic prevention policy.
762,2022/09/24,,no,offline,,one-person demonstration,Guangdong,Shenzhen,1,,,female,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"A woman in Shenzhen ran on the street with her hands open, while shouting loudly: ""Excessive epidemic prevention, give me back my freedom!"""
761,2022/09/26,,yes,offline,,group demonstration,Xinjiang,Ili Kazakh Autonomous Prefecture,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,,,,Tier 1,,"Residents of “Yinchengjiayuan” residential area in Yining City were dissatisfied with the long-term epidemic prevention and lockdown policy, so they protested on the street and demanded restrictions be lifted."
760,2022/09/26,,no,offline,,group demonstration,Xinjiang,Urumqi,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,policy changed,,,Tier 1,,"After 47 days of lockdown, residents of Wangjialiang residential area in Urumqi protested and demanded that the lockdown be lifted. The authorities eventually agreed to lift the lockdown."
759,2022/09/02,,no,offline,,group demonstration,Hubei,Wuhan,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,monitoring,government received/responded,,,Tier 1,,"Residents of the Panlongcheng residential area in Wuhan protested collectively and demanded that the lockdown be lifted. Later, a government officer promised that they would arrange an on-site inspection the next day, and if the conditions were met, the lockdown would be lifted."
758,2022/09/10,,yes,offline,,group demonstration,Guangdong,Shenzhen,100-999,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"Residents of a residential area in Shenzhen were dissatisfied with the long-term lockdown, so they protested collectively on the street. Many government personnel lined up on the street, seemingly trying to prevent people from leaving."
757,2022/09/13,,yes,offline,,group demonstration,Guangxi,Nanning,100-999,,,,"land rights, project plan violation",property owners,local government,policy change,"monitoring, arrest/detention",,,,Tier 1,,"Ronghe Banshan Mansion in Nanning was ordered by the local government to open the roads of the community to nearby kindergartens. Homeowners protested collectively, fearing that the opening of the road would create safety concerns. There were a large number of armed police at the scene to maintain stability. Some owners were allegedly arrested."
756,2022/09/03,,yes,offline,,collective sound protest,Jiangxi,Yingtan,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,,,,Tier 1,,"Residents of the Evergrande Oasis residential area in Yingtan City have been quarantined for nearly a month. The residents therefore knocked on the pot collectively and shouted ""I need living supplies""."
755,2022/07/30,,no,offline,,spreading religious belief,Liaoning,Fushun,2--9,,,,freedom of belief,Falun Gong,,right to practice faith,arrest/detention,,,,Tier 1,,"Three Fushun Falun Gong practitioners, Zhang Guiping, Zhu Zhongdai, and Jiang Yongsheng, were arrested by the local police for hanging a ""Falun Dafa is Good"" slogan made of CDs on the side of the road."
754,2022/08/05,,no,offline,,spreading religious belief,Shandong,Linyi,1,,,female,freedom of belief,Falun Gong,,right to practice faith,arrest/detention,,,,Tier 1,,Linyi Falun Gong practitioner Li Chuanfang was arrested and detained by the police for distributing Falun Dafa materials to neighbors.
753,2022/07/25,,no,offline,,spreading religious belief,,Beijing,1,,,female,freedom of belief,Falun Gong,,right to practice faith,arrest/detention,,,,Tier 1,,"Beijing Falun Gong practitioner Zhao Shulan was arrested by the police and ordered to detain her for 15 days for distributing Falun Dafa materials in Yukou Area. Next day, the police instead ordered her to be ""released on bail"" because her physical examination did not meet the requirements."
752,2022/07/01,,yes,offline,,spreading religious belief,Heilongjiang,Harbin,2--9,,,,freedom of belief,Falun Gong,,right to practice faith,"harassment, intimidation",,,,Tier 1,,"Four Falun Gong practitioners in Shangzhi City were ""clarifying the truth"" from house to house in the city, and were then harassed and threatened by local police officers."
751,2022/07/07,,no,offline,,spreading religious belief,Heilongjiang,Harbin,1,,,,freedom of belief,Falun Gong,,right to practice faith,arrest/detention,,,,Tier 1,,"A Falun Gong practitioner in Harbin was ""clarifying the truth"" at a night market and then arrested by the local police station after being reported by the market administrator."
750,2022/07/02,,no,offline,,spreading religious belief,Heilongjiang,Harbin,1,,,,freedom of belief,Falun Gong,,right to practice faith,arrest/detention,,,,Tier 1,,"Harbin Falun Gong practitioner Fan Lijie was arrested by the Hongqi Police Station for ""clarifying the truth"" on the street, and was then illegally detained at the Harbin Yaziquan Detention Center. He or she was reportedly released after 17 days in custody."
749,2022/09/17,,yes,offline,,group demonstration,,Chongqing,10-99,,,,fraud,urban residents,automobile company,corporate accountability,,,,,Tier 1,,A group of consumers held up banner in front of a Tesla store in Chongqing to protest against the company's fraud.
748,2022/07/25,,no,offline,,lawsuit,Fujian,Ningde,1,,,,"corruption, abusing authority",urban residents,local government,"government accountability, compensation",,,,,Tier 1,,"A citizen of Ningde City filed a lawsuit to the court, demanding that the police and the secretary of the municipal legal committee who abused their power to commit violence against him should be held accountable, and that the government should compensate him."
747,2022/07/11,,yes,offline,,group demonstration,Hubei,Wuhan,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,,,Tier 1,,"A group of homebuyers in Wuhan protested with slogans in a square, shouting ""We want a way home."""
746,2022/09/14,,yes,offline,,one-person demonstration,Guangdong,Guangzhou,1,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,A construction worker in Guangzhou threatened to commit suicide on the rooftop of China Merchants City's home project in order to demand wages.
745,2022/06/28,,yes,offline,,group demonstration,Shandong,Jinan,100-999,,,,school district disputes,property buyers,"local government, property developer","government accountability, corporate accountability",,,,,Tier 1,,"Homebuyers of the Jinan Junmao Mansion project gathered in front of the local education bureau to protest the injustice of the school district.  The developer advertised the construction of a primary school to attract buyers, promising that their children would have priority in schooling.  However, the local education bureau later announced that children from nearby areas would also be given priority in schooling, which caused dissatisfaction among the buyers of the Junmao Mansion project."
744,2022/09/22,,yes,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,"Homebuyers of Chengdu Xiexin·Tianfeng Villa project held banner in front of the sales center to protest, demanding that the developer resume the project."
743,2022/09/22,,no,offline,,group demonstration,Shaanxi,Ankang,10-99,,,,delayed housing project,property buyers,property developer,property handover,,,,,Tier 1,,"Nearly 100 buyers of the Jinke Jimei County project in Ankang High-tech Zone gathered in front of the project site and held banners to protest. That day was originally scheduled to handover the house, but the developer repeatedly postponed the handover due to lack of funds"
742,2022/08/01,,yes,offline,,group demonstration,Guangdong,Maoming,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,,,Tier 1,,"Homebuyers of the ""Shanhuhai"" project in Maoming City held a banner in front of the reception center to protest against the developer's delayed handover."
741,2022/06/22,,yes,offline,,group demonstration,Henan,Zhoukou,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"In front of the ""JiMeiqingzhou"" project in Zhoukou City, dozens of construction workers held up banners to demand wages from the developer."
740,2022/09/19,,yes,offline,,group demonstration,Jiangsu,Wuxi,2--9,,,male,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,A group of construction workers in Wuxi City held up banners to demand wages from the Sunac Company.
