Country;Subject Descriptor;Units;Scale;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Benin;Volume of exports of goods;Percent change;Units;15.938;62.085;-5.655;0.481;26.493;58.498;-7.799;23.488;-24.672;-1.006;43.441;-8.624;11.071;52.453;-12.687;6.840;20.467;45.717;6.767;3.481;-3.331;-16.485;19.701;32.119;20.559;-4.570;24.546;4.789;0.343;-13.619;5.730;-1.674;-16.304;33.110
Benin;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;Population;Persons;Millions;5.133;5.293;5.458;5.706;5.923;6.047;6.204;6.387;6.584;6.789;6.998;7.212;7.432;7.659;7.895;8.149;8.403;8.648;8.906;9.173;9.446;9.726;10.014;10.309;10.615;10.933;11.260;11.597;11.941;12.290;12.643;12.997;13.353;13.713
Benin;General government revenue;National currency;Billions;79.397;79.288;93.266;101.850;145.430;190.401;217.444;238.165;251.848;287.220;298.722;326.996;347.825;391.285;413.098;436.847;472.553;626.828;633.344;675.817;651.100;692.714;797.519;836.438;824.771;848.316;780.323;1,001.657;1,075.823;1,185.703;1,296.296;1,387.693;1,553.209;1,795.075
Benin;General government revenue;Percent of GDP;Units;14.879;14.149;15.690;15.813;16.391;17.581;18.003;17.989;17.388;12.690;11.949;12.178;11.954;12.614;12.655;12.615;12.859;16.031;14.509;14.756;13.800;13.746;14.020;13.529;12.574;12.600;11.139;13.581;13.591;14.062;14.389;14.146;14.309;15.041
Benin;General government total expenditure;National currency;Billions;96.706;96.534;109.383;105.489;164.422;218.716;219.232;229.693;215.581;243.218;391.025;414.785;444.714;424.540;436.105;489.596;477.938;618.147;635.130;778.455;664.100;742.164;809.781;920.832;933.036;1,222.178;1,080.752;1,311.695;1,311.428;1,231.202;1,718.068;1,947.708;2,156.133;2,287.927
Benin;General government total expenditure;Percent of GDP;Units;18.122;17.226;18.402;16.378;18.531;20.196;18.151;17.349;14.884;10.746;15.641;15.447;15.284;13.686;13.360;14.139;13.006;15.809;14.549;16.997;14.076;14.728;14.236;14.894;14.225;18.153;15.428;17.785;16.568;14.601;19.071;19.855;19.864;19.170
Benin;General government net lending/borrowing;National currency;Billions;-17.309;-17.246;-16.117;-3.639;-18.992;-28.315;-1.787;8.472;36.267;44.003;-92.302;-87.788;-96.889;-33.255;-23.006;-52.749;-5.385;8.680;-1.786;-102.638;-13.000;-49.450;-12.262;-84.394;-108.265;-373.862;-300.428;-310.039;-235.605;-45.499;-421.772;-560.016;-602.924;-492.851
Benin;General government net lending/borrowing;Percent of GDP;Units;-3.244;-3.078;-2.711;-0.565;-2.141;-2.615;-0.148;0.640;2.504;1.944;-3.692;-3.269;-3.330;-1.072;-0.705;-1.523;-0.147;0.222;-0.041;-2.241;-0.276;-0.981;-0.216;-1.365;-1.651;-5.553;-4.289;-4.204;-2.976;-0.540;-4.682;-5.709;-5.555;-4.129
Benin;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;General government primary net lending/borrowing;National currency;Billions;-2.009;-3.346;4.683;12.279;7.227;-0.464;25.587;29.550;50.573;57.874;-78.240;-72.547;-81.364;-20.955;-7.146;-45.837;0.012;50.848;8.562;-87.039;4.700;-34.550;10.881;-64.540;-89.940;-337.573;-237.086;-203.625;-109.652;89.126;-245.489;-340.144;-424.266;-302.623
Benin;General government primary net lending/borrowing;Percent of GDP;Units;-0.376;-0.597;0.788;1.907;0.814;-0.043;2.118;2.232;3.492;2.557;-3.130;-2.702;-2.796;-0.676;-0.219;-1.324;--;1.300;0.196;-1.900;0.100;-0.686;0.191;-1.044;-1.371;-5.014;-3.384;-2.761;-1.385;1.057;-2.725;-3.467;-3.909;-2.536
Benin;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;General government gross debt;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;775.915;891.957;989.769;1,019.988;895.249;725.279;702.150;934.213;307.438;558.576;799.146;858.646;990.776;1,101.593;1,111.504;1,144.005;1,461.555;2,080.455;2,516.513;2,920.506;3,251.781;3,476.585;4,156.852;4,933.102;5,881.718;6,552.717
Benin;General government gross debt;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;53.571;39.409;39.592;37.987;30.768;23.381;21.510;26.978;8.366;14.286;18.307;18.748;21.000;21.860;19.540;18.504;22.282;30.900;35.923;39.598;41.080;41.230;46.142;50.288;54.187;54.904
Benin;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;533.630;560.388;594.416;644.070;887.259;1,082.966;1,207.835;1,323.938;1,448.386;2,263.338;2,499.926;2,685.133;2,909.671;3,102.021;3,264.365;3,462.851;3,674.800;3,909.982;4,365.330;4,580.012;4,718.034;5,039.213;5,688.291;6,182.559;6,559.333;6,732.814;7,005.230;7,375.302;7,915.660;8,432.248;9,008.810;9,809.694;10,854.508;11,934.896
Benin;Current account balance;U.S. dollars;Billions;-0.020;-0.235;-0.078;-0.060;0.011;-0.169;-0.041;-0.155;-0.133;-0.156;-0.081;-0.075;-0.157;-0.332;-0.289;-0.226;-0.217;-0.535;-0.538;-0.651;-0.531;-0.517;-0.577;-0.673;-0.886;-0.679;-0.354;-0.531;-0.649;-0.576;-0.274;-0.735;-1.047;-1.610
Benin;Current account balance;Percent of GDP;Units;-0.677;-7.971;-2.369;-1.890;0.483;-5.631;-1.269;-4.966;-3.949;-4.232;-2.295;-2.045;-3.742;-6.206;-4.669;-3.444;-3.088;-6.546;-5.499;-6.690;-5.567;-4.833;-5.178;-5.379;-6.668;-5.964;-2.997;-4.181;-4.553;-4.000;-1.746;-4.154;-6.001;-8.180
Bhutan;Gross domestic product, constant prices;National currency;Billions;30.789;32.297;32.970;34.022;34.781;36.875;39.077;41.243;43.721;46.820;50.066;53.591;58.690;64.001;68.112;72.245;76.772;85.230;93.656;99.400;109.219;120.160;128.136;132.408;137.314;145.765;156.718;165.894;171.708;179.689;175.277;169.506;177.687;186.649
Bhutan;Gross domestic product, constant prices;Percent change;Units;9.098;4.896;2.083;3.192;2.232;6.019;5.971;5.544;6.009;7.087;6.934;7.040;9.516;9.049;6.423;6.069;6.266;11.016;9.886;6.133;9.878;10.018;6.638;3.334;3.705;6.155;7.514;5.855;3.505;4.648;-2.455;-3.293;4.826;5.044
Bhutan;Gross domestic product, current prices;National currency;Billions;5.130;5.768;6.433;7.217;8.273;9.676;11.105;12.966;15.285;17.790;19.827;21.983;25.300;28.780;31.846;35.633;40.331;47.322;54.622;60.881;71.292;85.221;98.877;109.674;120.696;133.924;149.383;163.583;172.713;184.660;187.378;193.386;216.239;238.601
Bhutan;Gross domestic product, current prices;U.S. dollars;Billions;0.293;0.254;0.248;0.260;0.263;0.308;0.324;0.362;0.398;0.418;0.454;0.474;0.517;0.616;0.700;0.818;0.876;1.071;1.353;1.274;1.528;1.880;1.967;1.999;1.963;2.159;2.252;2.462;2.651;2.618;2.586;2.623;2.869;2.923
Bhutan;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;0.940;1.019;1.064;1.124;1.174;1.271;1.371;1.472;1.578;1.714;1.874;2.051;2.281;2.537;2.772;3.033;3.322;3.788;4.243;4.531;5.039;5.658;6.146;6.459;6.815;7.301;7.925;8.539;8.890;9.464;9.884;9.861;11.074;12.052
Bhutan;Gross domestic product, deflator;Index;Units;16.660;17.860;19.513;21.212;23.786;26.239;28.419;31.437;34.960;37.996;39.601;41.019;43.107;44.967;46.756;49.323;52.533;55.522;58.322;61.249;65.274;70.923;77.166;82.831;87.898;91.877;95.320;98.607;100.585;102.767;106.903;114.088;121.697;127.834
Bhutan;Gross domestic product per capita, constant prices;National currency;Units;56,207.621;59,069.773;61,099.607;64,143.490;66,471.736;70,887.940;74,535.057;77,459.612;80,114.870;83,448.221;86,861.334;90,255.725;96,034.092;102,102.060;106,042.391;110,019.941;114,878.672;125,812.334;136,588.798;143,287.615;155,671.704;169,377.042;178,651.575;182,627.578;187,427.401;197,029.194;209,931.471;220,328.050;226,196.995;234,955.757;227,638.259;218,718.834;227,791.424;237,733.348
Bhutan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2021 international dollar";Units;3,270.003;3,436.515;3,554.605;3,731.690;3,867.141;4,124.063;4,336.242;4,506.385;4,660.860;4,854.785;5,053.351;5,250.827;5,586.996;5,940.014;6,169.251;6,400.654;6,683.321;7,319.411;7,946.356;8,336.074;9,056.546;9,853.885;10,393.451;10,624.764;10,904.004;11,462.610;12,213.228;12,818.072;13,159.511;13,669.072;13,243.360;12,724.453;13,252.271;13,830.664
Bhutan;Gross domestic product per capita, current prices;National currency;Units;9,364.221;10,549.893;11,922.148;13,605.912;15,811.271;18,600.361;21,182.323;24,350.701;28,008.386;31,707.259;34,398.307;37,022.320;41,397.660;45,912.414;49,581.034;54,264.721;60,349.629;69,853.897;79,660.873;87,762.426;101,613.897;120,126.750;137,857.917;151,271.491;164,745.008;181,023.612;200,106.432;217,259.101;227,521.002;241,456.321;243,353.055;249,531.501;277,214.592;303,903.356
Bhutan;Gross domestic product per capita, current prices;U.S. dollars;Units;534.936;463.886;460.315;489.421;503.544;592.222;617.664;680.765;729.494;744.437;788.235;798.134;845.523;982.756;1,089.525;1,245.061;1,310.353;1,580.749;1,973.466;1,836.920;2,178.094;2,649.877;2,742.347;2,757.524;2,680.038;2,917.754;3,016.073;3,270.276;3,491.905;3,423.374;3,357.954;3,385.044;3,677.509;3,723.566
Bhutan;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;1,715.724;1,864.079;1,972.076;2,119.389;2,243.219;2,442.405;2,615.083;2,764.555;2,891.460;3,054.383;3,251.328;3,454.453;3,732.735;4,046.938;4,316.135;4,618.452;4,971.131;5,591.762;6,187.672;6,531.171;7,181.887;7,975.407;8,568.742;8,908.531;9,301.904;9,869.184;10,615.379;11,340.616;11,711.311;12,374.626;12,836.467;12,724.453;14,197.077;15,349.904
Bhutan;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.003;0.004;0.003;0.003;0.003;0.003;0.003;0.003;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.005;0.005;0.005;0.005;0.005;0.006;0.006;0.006;0.006;0.006;0.006;0.007;0.007;0.007;0.007;0.007;0.006;0.006;0.006
Bhutan;Implied PPP conversion rate;National currency per current international dollar;Units;5.458;5.660;6.045;6.420;7.048;7.616;8.100;8.808;9.687;10.381;10.580;10.717;11.090;11.345;11.487;11.750;12.140;12.492;12.874;13.437;14.149;15.062;16.088;16.981;17.711;18.342;18.851;19.158;19.427;19.512;18.958;19.610;19.526;19.798
Bhutan;Total investment;Percent of GDP;Units;34.455;33.354;45.902;43.600;52.285;45.894;46.374;42.241;39.081;42.970;50.229;64.470;65.249;67.669;67.317;64.263;54.117;45.126;43.571;47.352;57.173;65.796;68.875;66.627;60.052;56.470;56.414;55.248;54.090;49.879;42.677;41.885;50.389;50.242
Bhutan;Gross national savings;Percent of GDP;Units;27.948;22.746;17.432;29.636;40.568;39.290;58.355;45.433;47.001;43.063;39.241;53.440;41.912;36.703;35.817;34.765;43.194;52.961;35.359;41.388;36.324;30.739;49.126;43.144;35.053;30.956;27.409;33.286;36.669;30.692;27.887;30.731;22.301;16.016
Bhutan;Inflation, average consumer prices;Index;Units;38.836;42.853;46.343;50.789;55.613;59.553;64.781;70.320;75.658;82.511;88.438;91.732;94.428;96.762;100.000;104.823;109.990;115.760;123.053;131.823;138.185;150.003;165.175;178.570;195.711;208.759;215.628;224.985;233.136;239.698;246.978;267.280;283.172;296.015
Bhutan;Inflation, average consumer prices;Percent change;Units;9.408;10.345;8.144;9.595;9.497;7.084;8.779;8.551;7.591;9.058;7.183;3.724;2.939;2.472;3.346;4.823;4.930;5.246;6.300;7.127;4.826;8.552;10.115;8.109;9.599;6.667;3.291;4.339;3.623;2.815;3.037;8.220;5.946;4.535
Bhutan;Inflation, end of period consumer prices;Index;Units;45.976;51.230;58.758;65.919;71.520;78.287;85.693;91.661;99.894;107.957;100.053;91.210;93.706;96.491;100.000;105.400;108.667;113.340;120.141;128.791;136.132;149.200;163.374;184.450;199.389;208.840;216.462;227.132;232.925;239.327;249.998;268.595;286.278;297.254
Bhutan;Inflation, end of period consumer prices;Percent change;Units;8.978;11.427;14.695;12.188;8.497;9.461;9.460;6.964;8.982;8.072;-7.322;-8.838;2.737;2.971;3.637;5.400;3.100;4.300;6.000;7.200;5.700;9.600;9.500;12.900;8.099;4.740;3.650;4.930;2.550;2.749;4.459;7.439;6.583;3.834
Bhutan;Volume of imports of goods and services;Percent change;Units;-34.132;0.320;-38.605;39.092;-32.710;1.457;9.964;15.277;30.857;8.568;-10.145;1.263;12.406;12.516;6.556;48.742;-14.183;9.603;16.748;-8.223;24.963;19.292;-10.517;-12.535;-13.009;3.999;-3.876;-3.745;-0.024;1.803;-1.029;-19.473;43.442;5.816
Bhutan;Volume of Imports of goods;Percent change;Units;-32.590;-0.094;-40.104;42.705;-37.899;4.629;1.312;26.305;12.019;14.280;9.260;5.105;5.822;-7.415;13.961;58.278;-14.853;4.163;16.090;-6.838;24.233;23.594;-14.858;-12.467;-13.871;4.901;-4.029;-4.421;-1.440;2.171;-2.306;-13.933;43.550;-0.464
Bhutan;Volume of exports of goods and services;Percent change;Units;-10.865;-6.370;-34.720;0.134;-17.883;8.732;18.539;-0.656;-4.299;-4.970;-7.774;-11.031;-2.979;1.644;34.421;31.007;35.333;67.032;11.693;-20.841;4.978;8.349;-9.499;-7.724;-11.469;-5.143;-10.425;0.294;8.646;4.503;0.693;-14.871;6.311;-1.497
Bhutan;Volume of exports of goods;Percent change;Units;-14.802;-1.504;-34.156;-0.346;-20.159;10.410;24.495;-8.031;0.756;-13.453;4.727;-15.948;-0.922;4.777;35.098;28.235;39.352;76.208;13.099;-22.238;3.102;12.359;-15.340;-12.256;-11.924;-4.053;-15.788;0.920;6.281;7.749;6.711;-0.480;6.553;-14.719
Bhutan;Unemployment rate;Percent of total labor force;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.800;2.500;3.100;3.200;3.700;3.850;4.000;3.300;3.100;2.100;2.900;2.600;2.500;2.100;3.138;3.400;2.720;5.030;4.800;5.900;3.500
Bhutan;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;Population;Persons;Millions;0.548;0.547;0.540;0.530;0.523;0.520;0.524;0.532;0.546;0.561;0.576;0.594;0.611;0.627;0.642;0.657;0.668;0.677;0.686;0.694;0.702;0.709;0.717;0.725;0.733;0.740;0.747;0.753;0.759;0.765;0.770;0.775;0.780;0.785
Bhutan;General government revenue;National currency;Billions;1.469;1.749;1.993;2.881;3.123;3.650;4.491;4.656;4.950;6.919;7.859;8.382;8.848;7.054;10.445;10.501;13.452;16.083;18.317;23.443;30.991;28.172;32.646;30.656;37.819;36.231;42.039;42.673;52.113;42.033;54.604;59.696;54.355;57.598
Bhutan;General government revenue;Percent of GDP;Units;28.631;30.325;30.985;39.920;37.746;37.725;40.439;35.913;32.382;38.891;39.639;38.131;34.973;24.512;32.798;29.470;33.354;33.987;33.535;38.506;43.470;33.057;33.017;27.952;31.334;27.053;28.142;26.086;30.173;22.762;29.141;30.869;25.136;24.140
Bhutan;General government total expenditure;National currency;Billions;1.839;1.777;2.217;2.541;3.134;3.736;4.207;4.905;4.754;7.147;8.532;11.057;9.944;9.994;9.872;12.982;13.482;15.708;19.719;23.931;29.620;30.749;34.725;35.641;34.855;36.887;45.488;50.021;54.737;44.777;57.989;70.836;69.387;68.820
Bhutan;General government total expenditure;Percent of GDP;Units;35.846;30.806;34.456;35.213;37.875;38.610;37.885;37.829;31.105;40.172;43.030;50.300;39.305;34.724;30.998;36.431;33.428;33.194;36.101;39.307;41.547;36.082;35.119;32.497;28.878;27.543;30.451;30.578;31.692;24.248;30.948;36.629;32.088;28.843
Bhutan;General government net lending/borrowing;National currency;Billions;-0.370;-0.028;-0.223;0.340;-0.011;-0.086;0.284;-0.248;0.195;-0.228;-0.672;-2.675;-1.096;-2.939;0.573;-2.481;-0.030;0.375;-1.401;-0.488;1.371;-2.577;-2.079;-4.985;2.964;-0.656;-3.449;-7.348;-2.623;-2.743;-3.385;-11.140;-15.032;-11.222
Bhutan;General government net lending/borrowing;Percent of GDP;Units;-7.215;-0.481;-3.471;4.707;-0.129;-0.885;2.554;-1.916;1.277;-1.281;-3.391;-12.169;-4.332;-10.213;1.800;-6.962;-0.073;0.793;-2.566;-0.801;1.923;-3.024;-2.102;-4.545;2.456;-0.490;-2.309;-4.492;-1.519;-1.486;-1.807;-5.760;-6.952;-4.703
Bhutan;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;General government primary net lending/borrowing;National currency;Billions;-0.327;0.012;-0.172;0.541;0.172;0.103;0.525;0.222;0.639;0.596;-0.161;-2.597;-0.980;-2.770;0.794;-2.075;0.352;0.818;0.318;1.246;3.114;-0.783;-0.193;-2.343;5.055;1.369;-1.340;-5.349;-0.474;-1.134;-2.554;-9.276;-12.044;-7.186
Bhutan;General government primary net lending/borrowing;Percent of GDP;Units;-6.384;0.208;-2.668;7.500;2.079;1.062;4.729;1.714;4.182;3.349;-0.813;-11.815;-3.874;-9.626;2.492;-5.824;0.874;1.730;0.582;2.047;4.368;-0.919;-0.195;-2.136;4.188;1.022;-0.897;-3.270;-0.274;-0.614;-1.363;-4.797;-5.570;-3.012
Bhutan;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;General government gross debt;National currency;Billions;n/a;n/a;n/a;4.345;4.401;3.749;4.092;4.276;5.564;6.979;8.730;11.508;14.600;19.714;24.213;28.806;32.315;31.825;33.082;37.160;39.790;53.119;70.669;101.310;108.370;120.742;160.562;170.257;185.312;184.175;215.370;238.399;253.744;275.448
Bhutan;General government gross debt;Percent of GDP;Units;n/a;n/a;n/a;60.207;53.191;38.748;36.846;32.977;36.401;39.229;44.029;52.352;57.708;68.500;76.030;80.840;80.124;67.253;60.566;61.036;55.813;62.331;71.471;92.373;89.788;90.157;107.484;104.080;107.295;99.737;114.939;123.276;117.344;115.443
Bhutan;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;5.130;5.768;6.433;7.217;8.273;9.676;11.105;12.966;15.285;17.790;19.827;21.983;25.300;28.780;31.846;35.633;40.331;47.322;54.622;60.881;71.292;85.221;98.877;109.674;120.696;133.924;149.383;163.583;172.713;184.660;187.378;193.386;216.239;238.601
Bhutan;Current account balance;U.S. dollars;Billions;-0.028;-0.025;-0.070;-0.040;-0.034;0.045;0.045;0.018;0.039;0.009;-0.040;-0.039;-0.081;-0.138;-0.122;-0.235;-0.038;0.084;-0.111;-0.076;-0.319;-0.659;-0.388;-0.469;-0.491;-0.551;-0.653;-0.541;-0.462;-0.502;-0.382;-0.293;-0.806;-1.001
Bhutan;Current account balance;Percent of GDP;Units;-9.521;-9.736;-28.285;-15.379;-12.952;14.731;14.014;5.040;9.732;2.159;-8.735;-8.276;-15.630;-22.344;-17.367;-28.756;-4.328;7.835;-8.212;-5.964;-20.849;-35.057;-19.749;-23.483;-24.999;-25.513;-29.006;-21.962;-17.420;-19.187;-14.790;-11.154;-28.088;-34.226
Bolivia;Gross domestic product, constant prices;National currency;Billions;15.443;16.256;16.524;17.230;18.034;18.877;19.701;20.677;21.717;21.809;22.356;22.733;23.298;23.929;24.928;26.030;27.279;28.524;30.278;31.294;32.586;34.281;36.037;38.487;40.588;42.560;44.374;46.236;48.189;49.257;44.953;47.700;49.420;50.943
Bolivia;Gross domestic product, constant prices;Percent change;Units;4.636;5.267;1.646;4.269;4.667;4.678;4.361;4.954;5.029;0.427;2.508;1.684;2.486;2.711;4.173;4.421;4.797;4.564;6.148;3.357;4.127;5.204;5.122;6.796;5.461;4.857;4.264;4.195;4.224;2.217;-8.738;6.111;3.606;3.082
Bolivia;Gross domestic product, current prices;National currency;Billions;15.443;19.132;22.014;24.459;27.636;32.235;37.537;41.644;46.822;48.156;51.928;53.790;56.682;61.904;69.626;77.024;91.748;103.009;120.694;121.727;137.876;166.232;187.154;211.856;228.004;228.031;234.533;259.185;278.388;282.587;253.112;279.206;304.097;311.886
Bolivia;Gross domestic product, current prices;U.S. dollars;Billions;4.868;5.335;5.635;5.724;5.974;6.707;7.385;7.919;8.490;8.269;8.385;8.155;7.917;8.092;8.785;9.573;11.520;13.216;16.792;17.464;19.786;24.135;27.282;30.883;33.237;33.241;34.189;37.782;40.581;41.193;36.897;40.701;44.329;45.464
Bolivia;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;19.124;20.812;21.637;23.095;24.689;26.386;28.041;29.938;31.797;32.384;33.948;35.297;36.737;38.478;41.161;44.329;47.888;51.431;55.645;57.867;60.988;65.485;70.121;76.161;81.719;86.484;91.028;96.545;103.030;107.078;98.004;112.858;125.264;133.771
Bolivia;Gross domestic product, deflator;Index;Units;100.000;117.689;133.224;141.959;153.248;170.760;190.535;201.405;215.606;220.805;232.277;236.621;243.295;258.696;279.308;295.901;336.332;361.131;398.621;388.975;423.117;484.902;519.331;550.467;561.749;535.793;528.534;560.570;577.703;573.699;563.061;585.336;615.331;612.222
Bolivia;Gross domestic product per capita, constant prices;National currency;Units;2,295.195;2,366.668;2,356.445;2,388.776;2,430.794;2,494.794;2,552.750;2,626.996;2,705.697;2,665.294;2,651.989;2,646.414;2,662.598;2,685.681;2,748.408;2,820.178;2,905.103;2,986.809;3,118.211;3,170.644;3,248.822;3,364.227;3,481.880;3,661.900;3,803.951;3,929.787;4,037.698;4,146.717;4,260.719;4,294.414;3,865.255;4,042.386;4,132.113;4,199.768
Bolivia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2021 international dollar";Units;5,430.411;5,599.516;5,575.328;5,651.825;5,751.237;5,902.661;6,039.784;6,215.450;6,401.657;6,306.063;6,274.583;6,261.394;6,299.685;6,354.298;6,502.710;6,672.516;6,873.448;7,066.765;7,377.660;7,501.716;7,686.684;7,959.731;8,238.099;8,664.024;9,000.115;9,297.843;9,553.160;9,811.098;10,080.824;10,160.547;9,145.161;9,564.251;9,776.544;9,936.615
Bolivia;Gross domestic product per capita, current prices;National currency;Units;2,295.195;2,785.318;3,139.338;3,391.088;3,725.145;4,260.114;4,863.870;5,290.891;5,833.644;5,885.113;6,159.963;6,261.970;6,477.980;6,947.750;7,676.528;8,344.942;9,770.798;10,786.302;12,429.842;12,333.004;13,746.318;16,313.205;18,082.500;20,157.567;21,368.665;21,055.528;21,340.599;23,245.266;24,614.292;24,637.025;21,763.734;23,661.545;25,426.190;25,711.921
Bolivia;Gross domestic product per capita, current prices;U.S. dollars;Units;723.431;776.711;803.547;793.646;805.183;886.368;956.965;1,006.102;1,057.720;1,010.580;994.617;949.383;904.851;908.203;968.545;1,037.176;1,226.845;1,383.894;1,729.369;1,769.441;1,972.684;2,368.523;2,635.933;2,938.421;3,114.966;3,069.319;3,110.874;3,388.523;3,588.089;3,591.403;3,172.556;3,449.205;3,706.442;3,748.093
Bolivia;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;2,842.218;3,029.856;3,085.519;3,201.986;3,327.887;3,487.110;3,633.446;3,803.601;3,961.585;3,957.649;4,027.093;4,109.113;4,198.489;4,318.493;4,538.187;4,802.719;5,099.915;5,385.408;5,730.643;5,862.941;6,080.516;6,426.422;6,775.007;7,246.560;7,658.776;7,985.561;8,282.807;8,658.786;9,109.609;9,335.527;8,426.851;9,564.251;10,473.553;11,028.110
Bolivia;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.070;0.072;0.066;0.067;0.068;0.069;0.069;0.070;0.072;0.070;0.068;0.067;0.067;0.067;0.066;0.066;0.066;0.065;0.067;0.070;0.069;0.070;0.072;0.074;0.076;0.077;0.077;0.078;0.078;0.077;0.070;0.072;0.072;0.072
Bolivia;Implied PPP conversion rate;National currency per current international dollar;Units;0.808;0.919;1.017;1.059;1.119;1.222;1.339;1.391;1.473;1.487;1.530;1.524;1.543;1.609;1.692;1.738;1.916;2.003;2.169;2.104;2.261;2.538;2.669;2.782;2.790;2.637;2.576;2.685;2.702;2.639;2.583;2.474;2.428;2.331
Bolivia;Total investment;Percent of GDP;Units;12.532;15.578;16.704;16.564;14.371;15.244;16.237;19.632;23.607;18.772;18.143;14.268;16.295;13.232;11.022;14.254;13.865;15.187;17.553;16.971;17.007;20.718;17.673;19.018;21.034;20.281;21.057;22.220;20.596;19.875;15.778;16.791;16.617;17.617
Bolivia;Gross national savings;Percent of GDP;Units;8.512;10.796;9.455;9.256;10.716;10.238;11.726;12.646;12.822;10.659;11.018;11.253;12.319;14.590;17.045;19.877;26.560;28.593;28.952;22.878;24.969;25.579;25.724;23.906;20.801;14.216;15.407;16.052;16.123;14.189;12.470;13.846;13.940;12.077
Bolivia;Inflation, average consumer prices;Index;Units;18.569;22.551;25.473;27.645;29.822;32.861;36.946;38.685;41.654;42.554;44.512;45.223;45.640;47.163;48.337;50.947;53.138;57.751;65.842;68.044;69.747;76.640;80.102;84.697;89.580;93.218;96.596;99.323;101.579;103.447;104.422;105.191;107.028;109.786
Bolivia;Inflation, average consumer prices;Percent change;Units;17.120;21.444;12.958;8.526;7.875;10.192;12.430;4.709;7.674;2.161;4.601;1.596;0.923;3.338;2.489;5.400;4.300;8.682;14.009;3.345;2.502;9.884;4.517;5.737;5.765;4.061;3.625;2.822;2.272;1.839;0.942;0.736;1.747;2.577
Bolivia;Inflation, end of period consumer prices;Index;Units;20.559;23.732;26.215;28.655;31.098;35.008;37.791;40.334;42.107;43.426;44.908;45.323;46.432;48.261;49.550;51.982;54.552;60.949;68.172;68.351;73.260;78.318;81.874;87.179;91.707;94.415;98.195;100.860;102.380;103.884;104.581;105.523;108.818;111.123
Bolivia;Inflation, end of period consumer prices;Percent change;Units;18.010;15.436;10.462;9.308;8.523;12.574;7.949;6.731;4.395;3.133;3.412;0.924;2.448;3.939;2.670;4.909;4.945;11.726;11.850;0.264;7.182;6.904;4.540;6.480;5.194;2.953;4.003;2.715;1.507;1.469;0.670;0.901;3.123;2.118
Bolivia;Volume of imports of goods and services;Percent change;Units;10.243;12.589;9.924;-0.728;-0.645;8.920;7.940;13.539;0.000;-10.650;6.143;-7.085;10.405;-0.638;11.534;11.764;13.377;18.098;20.168;-5.528;8.836;27.017;8.536;15.810;11.942;4.347;-7.968;5.367;1.476;-0.087;-28.137;16.466;16.419;3.530
