IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.113563
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.02915
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.982033
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.872856
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.715278
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.650101
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.593468
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.541369
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.492197
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.434179
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.396711
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.343639
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.299513
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.389688
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.430616
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.442577
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.419994
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.380362
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.333694
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.250885
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.23266
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.203807
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.188703
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.184809
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.103566
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.683063
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.63365
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.688628
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.753812
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.801815
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.851969
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.903257
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.926237
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.953623
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.974465
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.998513
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.098926
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.083715
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.073819
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.93965
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.930095
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.921246
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.911786
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.906782
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.899008
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.894534
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.888105
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.885343
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.881138
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.668352
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.641977
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.567604
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.486623
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.441614
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.419143
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.425229
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.368175
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.290281
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.185058
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.070689
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.956826
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.813599
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.701609
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.734209
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.759898
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.815367
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.864681
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.899135
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.905211
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.898225
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.878043
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.768373
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.643468
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.520546
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.437717
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.375487
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.339421
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.318445
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.290096
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.254181
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.219212
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.181544
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.147397
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.12428
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3.091667
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.466326
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.459154
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.452128
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.425601
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.413556
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.385348
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.364777
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.357332
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.338544
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.326046
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.330889
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.327015
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.335241
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.332972
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.339668
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.357525
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.403323
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.415766
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.493647
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.507222
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.484827
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.39528
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.34472
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.29228
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.29838
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.32801
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.38196
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.34997
