Entity,Code,Year,age-standardized_death_rate_per_100k_male,age-standardized_death_rate_per_100k_female
Bulgaria,BGR,2010,46.06,7.6
Bulgaria,BGR,2011,45.16,8.85
Bulgaria,BGR,2012,47.39,9.32
Bulgaria,BGR,2013,48.02,8.69
Bulgaria,BGR,2014,44.26,9.78
Bulgaria,BGR,2015,44.01,9.77
Bulgaria,BGR,2016,42.34,9.21
Bulgaria,BGR,2017,41.62,9.55
Bulgaria,BGR,2018,40.34,10.49
Bulgaria,BGR,2019,41.75,10.68
Canada,CAN,1950,15.64,3.24
Canada,CAN,1951,16.2,3.73
Canada,CAN,1952,18.15,4.02
Canada,CAN,1953,19.78,3.77
Canada,CAN,1954,21.01,3.89
Canada,CAN,1955,22.4,4.74
Canada,CAN,1956,23.86,4.03
Canada,CAN,1957,24.5,3.88
Canada,CAN,1958,25.77,3.84
Canada,CAN,1959,26.5,4.11
Canada,CAN,1960,27.94,3.99
Canada,CAN,1961,29.41,4.36
Canada,CAN,1962,31.24,5.03
Canada,CAN,1963,33.46,4.78
Canada,CAN,1964,34.03,5.16
Canada,CAN,1965,35.25,5.61
Canada,CAN,1966,37.06,5.79
Canada,CAN,1967,40.8,6.33
Canada,CAN,1968,41.22,6.64
Canada,CAN,1969,42.88,6.66
Canada,CAN,1970,45.26,7.14
Canada,CAN,1971,46.95,7.29
Canada,CAN,1972,48.31,8.7
Canada,CAN,1973,50.26,9.27
Canada,CAN,1974,52.67,9.99
Canada,CAN,1975,52.25,10.34
Canada,CAN,1976,54.54,10.74
Canada,CAN,1977,55.66,11.9
Canada,CAN,1978,57.12,12.7
Canada,CAN,1979,58.57,13.88
Canada,CAN,1980,60.14,14.5
Canada,CAN,1981,58.98,15.26
Canada,CAN,1982,63.67,16.89
Canada,CAN,1983,62.69,16.78
Canada,CAN,1984,64.17,18.63
Canada,CAN,1985,62.19,20.01
Canada,CAN,1986,63.59,20.36
Canada,CAN,1987,63.33,21.55
Canada,CAN,1988,65.38,22.56
Canada,CAN,1989,65.45,22.67
Canada,CAN,1990,64.42,23.17
Canada,CAN,1991,63,24.61
Canada,CAN,1992,60.81,24.44
Canada,CAN,1993,60.54,25.79
Canada,CAN,1994,58.45,25.9
Canada,CAN,1995,56.19,25.23
Canada,CAN,1996,56.46,27.38
Canada,CAN,1997,54.07,26.11
Canada,CAN,1998,54.27,27.87
Canada,CAN,1999,54.37,27.97
Canada,CAN,2000,49.76,27.69
Canada,CAN,2001,49.87,27.56
Canada,CAN,2002,49.69,28.28
Canada,CAN,2003,48.08,28.23
Canada,CAN,2004,46.4,28.86
Canada,CAN,2005,45.88,28.59
Canada,CAN,2006,44.01,29.22
Canada,CAN,2007,43.58,28.71
Canada,CAN,2008,41.74,28.62
Canada,CAN,2009,41.3,28.51
Canada,CAN,2010,39.8,28.33
Canada,CAN,2011,38.42,27.37
Canada,CAN,2012,37.77,27.41
Canada,CAN,2013,35.53,27.17
Canada,CAN,2014,35.88,26.94
Canada,CAN,2015,33.79,26.12
Canada,CAN,2016,32.12,25.62
Canada,CAN,2017,31.51,24.76
Canada,CAN,2018,30.06,23.67
Canada,CAN,2019,28.75,22.53
Cape Verde,CPV,1980,4.86,3.94
Cape Verde,CPV,2011,17.52,5.55
Chile,CHL,1955,13.29,4.97
Chile,CHL,1956,14.59,4.46
Chile,CHL,1957,12.83,5.12
Chile,CHL,1958,12.79,5.12
Chile,CHL,1959,14.79,4.81
Chile,CHL,1960,15.17,5.41
Chile,CHL,1961,14.04,5.46
Chile,CHL,1962,14.28,5.26
Chile,CHL,1963,16.4,5.89
Chile,CHL,1964,15.38,5.48
Chile,CHL,1965,16.03,5.44
Chile,CHL,1966,16.95,6.14
Chile,CHL,1967,18.63,6.74
Chile,CHL,1968,19,5.51
Chile,CHL,1969,20.65,6.46
Chile,CHL,1970,19.54,6.2
Chile,CHL,1971,20.28,6.35
Chile,CHL,1972,20.88,5.42
Chile,CHL,1973,22.86,5.74
Chile,CHL,1974,19.54,5.26
Chile,CHL,1975,21.18,5.45
Chile,CHL,1976,21.56,6.09
Chile,CHL,1977,22.97,6.04
Chile,CHL,1978,21.84,5.33
Chile,CHL,1979,22.31,6.68
Chile,CHL,1980,23.45,6.34
Chile,CHL,1981,23.03,6.09
Chile,CHL,1982,24.9,6.22
Chile,CHL,1983,25.45,6.52
Chile,CHL,1984,23.9,6.53
Chile,CHL,1985,26.22,6.97
Chile,CHL,1986,24.15,7.01
Chile,CHL,1987,23.36,6.95
Chile,CHL,1988,23.77,6.42
Chile,CHL,1989,23.82,6.99
Chile,CHL,1990,23.54,7.14
Chile,CHL,1991,26.45,7.04
Chile,CHL,1992,24.98,7.33
Chile,CHL,1993,24.58,8.04
Chile,CHL,1994,23.28,7.36
Chile,CHL,1995,23.6,7.57
Chile,CHL,1996,24.37,7.77
Chile,CHL,1997,22.12,8.21
Chile,CHL,1998,22.37,7.48
Chile,CHL,1999,21.59,7.77
Chile,CHL,2000,21.52,7.81
Chile,CHL,2001,21.61,8.2
Chile,CHL,2002,21.14,8.21
Chile,CHL,2003,19.89,8
Chile,CHL,2004,21.36,8.32
Chile,CHL,2005,20.94,8.69
Chile,CHL,2006,21.17,8.92
Chile,CHL,2007,20.26,8.91
Chile,CHL,2008,18.61,8.76
Chile,CHL,2009,19.62,8.83
Chile,CHL,2010,20.17,8.66
Chile,CHL,2011,19.82,9.3
Chile,CHL,2012,18.69,9.81
Chile,CHL,2013,19.37,9.89
Chile,CHL,2014,18.91,9.61
Chile,CHL,2015,18.37,9.55
Chile,CHL,2016,17.96,9.42
Chile,CHL,2017,17.45,9.69
Chile,CHL,2018,17.39,9.21
Colombia,COL,1953,6.06,3.14
Colombia,COL,1954,4.27,3.02
Colombia,COL,1955,4.35,3.28
Colombia,COL,1956,5.68,2.84
Colombia,COL,1957,5.7,3.13
Colombia,COL,1958,4.52,3.12
Colombia,COL,1959,5.86,2.84
Colombia,COL,1960,6.23,2.54
Colombia,COL,1961,5.81,3.31
Colombia,COL,1962,6.74,3.37
Colombia,COL,1963,7.16,3.19
Colombia,COL,1964,8.03,3.43
Colombia,COL,1965,7.14,3.77
Colombia,COL,1966,8.07,4.08
Colombia,COL,1967,8.62,4.13
Colombia,COL,1968,8.45,3.51
Colombia,COL,1969,8.3,3.51
Colombia,COL,1972,9.12,4.67
Colombia,COL,1974,9.71,4.27
Colombia,COL,1975,9.91,4.56
Colombia,COL,1976,11.61,5.08
Colombia,COL,1977,10.94,5.23
Colombia,COL,1984,15.43,6.65
Colombia,COL,1985,16.93,7.56
Colombia,COL,1986,17.66,7.55
Colombia,COL,1987,16.55,7.28
Colombia,COL,1988,15.6,6.85
Colombia,COL,1989,15.95,7.28
Colombia,COL,1990,15.62,6.82
Colombia,COL,1991,16.17,7.85
Colombia,COL,1992,16.26,8.26
Colombia,COL,1993,16.31,8.17
Colombia,COL,1994,16.48,7.66
Colombia,COL,1995,15.45,7.55
Colombia,COL,1996,15.49,7.92
Colombia,COL,1997,15.46,7.93
Colombia,COL,1998,14.62,7.16
Colombia,COL,1999,15.48,8.04
Colombia,COL,2000,15.3,7.69
Colombia,COL,2001,15.39,7.7
Colombia,COL,2002,15.43,7.83
Colombia,COL,2003,15.23,8.27
Colombia,COL,2004,16.06,8.4
Colombia,COL,2005,15.92,8.28
Colombia,COL,2006,15.74,8.28
Colombia,COL,2007,15.53,7.87
Colombia,COL,2008,14.83,7.7
Colombia,COL,2009,14.42,7.59
Colombia,COL,2010,14,7.67
Colombia,COL,2011,13.52,7.27
Colombia,COL,2012,12.76,7.57
Colombia,COL,2013,13.31,7.14
Colombia,COL,2014,13.34,7.54
Colombia,COL,2015,12.99,7.74
Colombia,COL,2016,12.74,7.32
Colombia,COL,2017,12.58,7.25
Colombia,COL,2018,11.52,7.15
Colombia,COL,2019,10.86,6.37
Costa Rica,CRI,1961,4.33,3.35
Costa Rica,CRI,1962,8.32,3.03
Costa Rica,CRI,1963,6.21,4.58
Costa Rica,CRI,1964,9.35,5.96
Costa Rica,CRI,1965,6.77,2.82
Costa Rica,CRI,1966,7.68,3.69
Costa Rica,CRI,1967,8.84,4.91
Costa Rica,CRI,1968,12.06,5.7
Costa Rica,CRI,1969,7.65,4.76
Costa Rica,CRI,1970,7.71,5.96
Costa Rica,CRI,1971,6.91,6.16
Costa Rica,CRI,1972,13.48,6.49
Costa Rica,CRI,1973,8.86,3.49
Costa Rica,CRI,1974,10.17,6.74
Costa Rica,CRI,1975,13.75,7.54
Costa Rica,CRI,1976,13.41,5.47
Costa Rica,CRI,1977,13.57,6.11
Costa Rica,CRI,1978,14.03,6.71
Costa Rica,CRI,1979,13.41,5.34
Costa Rica,CRI,1980,15.44,7.26
Costa Rica,CRI,1981,19.57,9.14
Costa Rica,CRI,1982,19.03,9.16
Costa Rica,CRI,1983,15.77,5.34
Costa Rica,CRI,1984,20.57,7.12
Costa Rica,CRI,1985,21.24,7.51
Costa Rica,CRI,1986,16.5,6.92
Costa Rica,CRI,1987,18.5,8.04
Costa Rica,CRI,1988,23.79,6.27
Costa Rica,CRI,1989,18.41,8.94
Costa Rica,CRI,1990,18.74,5.58
Costa Rica,CRI,1991,15.93,5.76
Costa Rica,CRI,1992,17.36,6.05
Costa Rica,CRI,1993,16.75,6.87
Costa Rica,CRI,1994,16.94,5.32
Costa Rica,CRI,1995,14.83,6.46
Costa Rica,CRI,1996,16.34,5.83
Costa Rica,CRI,1997,13.44,6.01
Costa Rica,CRI,1998,11.97,4.4
Costa Rica,CRI,1999,14.06,5.35
Costa Rica,CRI,2000,12.91,5.91
Costa Rica,CRI,2001,13.17,4.89
Costa Rica,CRI,2002,11.21,4.13
Costa Rica,CRI,2003,11.9,5.18
Costa Rica,CRI,2004,10.88,5.09
Costa Rica,CRI,2005,10.29,4.88
Costa Rica,CRI,2006,9.69,3.31
Costa Rica,CRI,2007,8.94,3.45
Costa Rica,CRI,2008,7.74,3.43
Costa Rica,CRI,2009,8.05,3.47
Costa Rica,CRI,2010,9.41,4.14
Costa Rica,CRI,2011,9.79,3.63
Costa Rica,CRI,2012,9.19,3.7
Costa Rica,CRI,2013,8.6,3.51
Costa Rica,CRI,2014,7.68,3.78
Costa Rica,CRI,2015,7.65,4.06
Costa Rica,CRI,2016,7.31,4.03
Costa Rica,CRI,2017,7.22,3.54
Costa Rica,CRI,2018,8.35,4.22
Costa Rica,CRI,2019,8.62,4.41
Costa Rica,CRI,2020,8.64,3.47
Croatia,HRV,1985,63.83,6.94
Croatia,HRV,1986,62.27,8.85
Croatia,HRV,1987,66.77,8.1
Croatia,HRV,1988,69.43,8.3
Croatia,HRV,1989,68.13,9.04
Croatia,HRV,1990,69.72,9.03
Croatia,HRV,1991,67.61,9.27
Croatia,HRV,1992,65.33,9.3
Croatia,HRV,1993,67.27,8.19
Croatia,HRV,1994,68.1,9.11
Croatia,HRV,1995,64.74,8.64
Croatia,HRV,1996,76.04,11.14
Croatia,HRV,1997,77.87,10.45
Croatia,HRV,1998,82.36,12.49
Croatia,HRV,1999,80.63,11.24
Croatia,HRV,2000,80.64,13.26
Croatia,HRV,2001,70.57,11.08
Croatia,HRV,2002,66.59,11.72
Croatia,HRV,2003,66,12.39
Croatia,HRV,2004,65.49,12.08
Croatia,HRV,2005,63.63,12.32
Croatia,HRV,2006,64.93,13.04
Croatia,HRV,2007,64.6,13.17
Croatia,HRV,2008,62.9,13.7
Croatia,HRV,2009,63.09,13.36
Croatia,HRV,2010,60.63,14.34
Croatia,HRV,2011,59.86,15.83
Croatia,HRV,2012,59.2,14.66
Croatia,HRV,2013,58.13,15.34
Croatia,HRV,2014,56.96,16.4
Croatia,HRV,2015,57.21,15.5
Croatia,HRV,2016,57.19,15.42
Croatia,HRV,2017,56.98,17.85
Croatia,HRV,2019,51.73,17.74
Cuba,CUB,1964,40.34,16.57
Cuba,CUB,1968,41.22,15.3
Cuba,CUB,1969,42.25,13.82
Cuba,CUB,1970,42.59,16.77
Cuba,CUB,1971,44.05,16.02
Cuba,CUB,1972,45.07,16.7
Cuba,CUB,1973,46.28,17.32
Cuba,CUB,1974,44.74,16.07
Cuba,CUB,1975,41.83,16.07
Cuba,CUB,1976,46.74,16.62
Cuba,CUB,1977,47.38,17
Cuba,CUB,1978,44.56,14.8
Cuba,CUB,1979,42.47,15.09
Cuba,CUB,1980,42.03,14.98
Cuba,CUB,1981,45.68,14.82
Cuba,CUB,1982,45.76,15.71
Cuba,CUB,1983,46.27,17.03
Cuba,CUB,1984,45.41,16.05
Cuba,CUB,1985,44.52,15.78
Cuba,CUB,1986,46.49,16.33
Cuba,CUB,1987,44.4,15.9
Cuba,CUB,1988,49.37,18.1
Cuba,CUB,1989,43.95,16.25
Cuba,CUB,1990,43.97,16.04
Cuba,CUB,1991,43.95,15.5
Cuba,CUB,1992,43.22,16.75
Cuba,CUB,1993,39.8,15.65
Cuba,CUB,1994,40.86,14.03
Cuba,CUB,1995,41.16,14.82
Cuba,CUB,1996,42.34,15.4
Cuba,CUB,1997,41.39,16.24
Cuba,CUB,1998,42.32,16.11
Cuba,CUB,1999,41.51,16.36
Cuba,CUB,2000,41.51,17.4
Cuba,CUB,2001,41.05,17.37
Cuba,CUB,2002,43.58,18.45
Cuba,CUB,2003,44.91,19.19
Cuba,CUB,2004,44.46,19.22
Cuba,CUB,2005,43.78,19.95
Cuba,CUB,2006,43.46,19.92
Cuba,CUB,2007,45.2,20.57
Cuba,CUB,2008,45.1,21.83
Cuba,CUB,2009,44.22,21.29
Cuba,CUB,2010,43.06,21.66
Cuba,CUB,2011,40.94,20.5
Cuba,CUB,2012,41.01,20.3
Cuba,CUB,2013,40.3,20.8
Cuba,CUB,2014,40.94,21.17
Cuba,CUB,2015,41.04,20.37
Cuba,CUB,2016,39.67,20.4
Cuba,CUB,2017,39.87,20.39
Cuba,CUB,2018,38.27,19.97
Cuba,CUB,2019,36.35,20.56
Cyprus,CYP,1999,9.75,3.54
Cyprus,CYP,2000,10.05,0.62
Cyprus,CYP,2004,30.04,4.1
Cyprus,CYP,2005,26.04,8.91
Cyprus,CYP,2006,23.87,5.64
Cyprus,CYP,2007,23.84,6.24
Cyprus,CYP,2008,25.83,5.72
Cyprus,CYP,2009,29.91,7.61
Cyprus,CYP,2010,25.72,5.72
Cyprus,CYP,2011,30.89,7.15
Cyprus,CYP,2012,32.45,7.06
Cyprus,CYP,2013,31.82,4.53
Cyprus,CYP,2014,30.49,6.5
Cyprus,CYP,2015,27.56,7.16
Cyprus,CYP,2016,27.87,7.91
Cyprus,CYP,2017,34.31,6.63
Cyprus,CYP,2018,28.37,7.84
Czechia,CZE,1986,88.23,9.49
Czechia,CZE,1987,85.81,10.14
Czechia,CZE,1988,86.34,9.61
Czechia,CZE,1989,83.44,10.26
Czechia,CZE,1990,85.52,10.37
Czechia,CZE,1991,82.55,11.67
Czechia,CZE,1992,82.57,11.69
Czechia,CZE,1993,80.26,11.22
Czechia,CZE,1994,74.79,12.49
Czechia,CZE,1995,77.14,12.9
Czechia,CZE,1996,72.49,12.91
Czechia,CZE,1997,71.78,12.49
Czechia,CZE,1998,67.67,12.87
Czechia,CZE,1999,67.6,13.93
Czechia,CZE,2000,68.51,13.88
Czechia,CZE,2001,64.66,14.5
Czechia,CZE,2002,63.68,13.82
Czechia,CZE,2003,61.41,14.34
Czechia,CZE,2004,62.13,14.2
Czechia,CZE,2005,58.3,14.31
Czechia,CZE,2006,55.84,14.95
Czechia,CZE,2007,53.88,14.54
Czechia,CZE,2008,51.12,14.58
Czechia,CZE,2009,50.62,14.25
Czechia,CZE,2010,49.96,14.75
Czechia,CZE,2011,47.48,15.77
Czechia,CZE,2012,45.57,16
Czechia,CZE,2013,43.09,15.09
Czechia,CZE,2014,40.68,14.75
Czechia,CZE,2015,39.39,14.75
Czechia,CZE,2016,38.97,14.51
Czechia,CZE,2017,38.33,15.28
Czechia,CZE,2018,34.91,15.25
Czechia,CZE,2019,34.97,14.69
Czechia,CZE,2020,33.7,14.55
Denmark,DNK,1951,17.17,3.98
Denmark,DNK,1952,19.85,4.69
Denmark,DNK,1953,19.6,4.89
Denmark,DNK,1954,20.35,4.65
Denmark,DNK,1955,23.35,5.21
Denmark,DNK,1956,25.32,4.19
Denmark,DNK,1957,26.62,5.78
Denmark,DNK,1958,25.95,5.02
Denmark,DNK,1959,31.25,5.37
Denmark,DNK,1960,31.82,6.53
Denmark,DNK,1961,34.85,6.14
Denmark,DNK,1962,34.03,6.72
Denmark,DNK,1963,38.15,6.94
Denmark,DNK,1964,38.59,7.24
Denmark,DNK,1965,41.53,7.78
Denmark,DNK,1966,40.62,7.43
Denmark,DNK,1967,42.94,9.34
Denmark,DNK,1968,44.53,8.25
Denmark,DNK,1969,45.73,9.17
Denmark,DNK,1970,44.55,9.81
Denmark,DNK,1971,49.24,10.36
Denmark,DNK,1972,53.83,11.5
Denmark,DNK,1973,50.27,10.37
Denmark,DNK,1974,52.19,10.96
Denmark,DNK,1975,51.56,12.14
Denmark,DNK,1976,52.82,14.36
Denmark,DNK,1977,53.86,12.93
Denmark,DNK,1978,58.31,14.53
Denmark,DNK,1979,59.74,16.02
Denmark,DNK,1980,59.49,15.89
Denmark,DNK,1981,61.45,17.69
Denmark,DNK,1982,61.35,17.58
Denmark,DNK,1983,62.15,21.86
Denmark,DNK,1984,62.05,22.92
Denmark,DNK,1985,63.35,21.61
Denmark,DNK,1986,61.65,21.77
Denmark,DNK,1987,61.02,25.08
Denmark,DNK,1988,60.28,26.3
Denmark,DNK,1989,61.09,23.7
Denmark,DNK,1990,59.3,26.14
Denmark,DNK,1991,54.72,28.09
Denmark,DNK,1992,55.43,26.47
Denmark,DNK,1993,59.01,27.73
Denmark,DNK,1994,56.06,30.69
Denmark,DNK,1995,56.91,30.71
Denmark,DNK,1996,55.38,29.88
Denmark,DNK,1997,52.93,32.05
Denmark,DNK,1998,49.55,29.83
Denmark,DNK,1999,50.14,31.07
Denmark,DNK,2000,50.78,30.44
Denmark,DNK,2001,48.87,31.27
Denmark,DNK,2002,46.32,30.54
Denmark,DNK,2003,47.11,31.37
Denmark,DNK,2004,47.82,32.82
Denmark,DNK,2005,45.7,33.88
Denmark,DNK,2006,47.82,33.67
Denmark,DNK,2007,41.67,30.17
Denmark,DNK,2008,43.27,32.39
Denmark,DNK,2009,40.51,32.42
Denmark,DNK,2010,40.71,32.22
Denmark,DNK,2011,37.39,31.02
Denmark,DNK,2012,39.24,31.04
Denmark,DNK,2013,37.55,29.84
Denmark,DNK,2014,37.65,29.28
Denmark,DNK,2015,34.79,29.35
Denmark,DNK,2016,33.73,28.48
Denmark,DNK,2017,33.33,27.34
Denmark,DNK,2018,29.29,25.29
Dominican Republic,DOM,1965,3.89,1.42
Dominican Republic,DOM,1966,3.13,1.69
Dominican Republic,DOM,1967,4.59,2.35
Dominican Republic,DOM,1968,5.72,2.42
Dominican Republic,DOM,1969,3.71,1.93
Dominican Republic,DOM,1970,4.32,1.12
Dominican Republic,DOM,1971,5.01,3.61
Dominican Republic,DOM,1972,5.5,1.8
Dominican Republic,DOM,1973,4.37,1.65
Dominican Republic,DOM,1974,4.42,1.67
Dominican Republic,DOM,1975,4.35,1.51
Dominican Republic,DOM,1976,4.94,1.85
Dominican Republic,DOM,1977,4.84,4.08
Dominican Republic,DOM,1978,5.25,2.91
Dominican Republic,DOM,1979,4.92,2.38
Dominican Republic,DOM,1980,5.75,2.39
Dominican Republic,DOM,1981,7.29,2.44
Dominican Republic,DOM,1982,7.86,3.54
Dominican Republic,DOM,1983,8.75,4.13
Dominican Republic,DOM,1984,8.78,3.65
Dominican Republic,DOM,1985,8.58,2.26
Dominican Republic,DOM,1986,7.07,3.27
Dominican Republic,DOM,1987,7.38,3.95
Dominican Republic,DOM,1988,7.37,3.77
Dominican Republic,DOM,1989,7.6,4.3
Dominican Republic,DOM,1990,7.74,3.02
Dominican Republic,DOM,1991,6.35,3.73
Dominican Republic,DOM,1992,6.9,3.32
Dominican Republic,DOM,1994,7.22,3.61
Dominican Republic,DOM,1995,6.37,3.47
Dominican Republic,DOM,1996,8.18,3.85
Dominican Republic,DOM,1997,8.51,5.06
Dominican Republic,DOM,1998,9.14,5.25
Dominican Republic,DOM,1999,10.54,5.39
Dominican Republic,DOM,2000,9.02,3.78
Dominican Republic,DOM,2001,9.28,5.46
Dominican Republic,DOM,2002,9.24,5.93
Dominican Republic,DOM,2003,8.64,5.08
Dominican Republic,DOM,2004,8.79,5.02
Dominican Republic,DOM,2005,9.05,5.28
Dominican Republic,DOM,2006,7.74,5.14
Dominican Republic,DOM,2007,7.87,4.58
Dominican Republic,DOM,2008,7.6,4.19
Dominican Republic,DOM,2009,8.3,4.08
Dominican Republic,DOM,2010,7.94,5.34
Dominican Republic,DOM,2011,9.35,5.4
Dominican Republic,DOM,2012,7.83,5.33
Dominican Republic,DOM,2013,8.43,5.22
Dominican Republic,DOM,2014,8.12,4.85
Dominican Republic,DOM,2015,5.76,3.94
Dominican Republic,DOM,2016,6.33,4.73
Dominican Republic,DOM,2017,6.13,4.35
Dominican Republic,DOM,2018,7.02,4.7
Ecuador,ECU,1966,4.83,2.3
Ecuador,ECU,1967,5.07,1.85
Ecuador,ECU,1968,3.04,2.32
Ecuador,ECU,1969,4.58,2.6
Ecuador,ECU,1970,4.15,1.81
Ecuador,ECU,1971,4.67,1.97
Ecuador,ECU,1972,4.31,2.04
Ecuador,ECU,1973,3.37,1.7
Ecuador,ECU,1974,4.46,1.85
Ecuador,ECU,1975,3.81,2.16
Ecuador,ECU,1977,5.06,1.99
Ecuador,ECU,1978,5.21,2.04
Ecuador,ECU,1979,6.91,2.59
Ecuador,ECU,1980,6.71,2.53
Ecuador,ECU,1981,5.91,2.71
Ecuador,ECU,1982,8.01,3.86
Ecuador,ECU,1983,7.11,2.21
Ecuador,ECU,1984,8.7,3.93
Ecuador,ECU,1985,10.13,3.53
Ecuador,ECU,1986,9.11,3.75
Ecuador,ECU,1987,7.92,3.18
Ecuador,ECU,1988,8.23,3.32
Ecuador,ECU,1989,7.58,3.44
Ecuador,ECU,1990,8.53,3.07
Ecuador,ECU,1991,8.63,3.44
Ecuador,ECU,1992,8.77,3.16
Ecuador,ECU,1993,8.44,3.65
Ecuador,ECU,1994,7.4,3.8
Ecuador,ECU,1995,8.15,5.07
Ecuador,ECU,1996,7.69,4.23
Ecuador,ECU,1997,7.97,4.52
Ecuador,ECU,1998,8.16,4.37
Ecuador,ECU,1999,7.32,4.28
Ecuador,ECU,2000,7.86,3.78
Ecuador,ECU,2001,7.74,4.29
Ecuador,ECU,2002,8.59,4.11
Ecuador,ECU,2003,7.52,3.75
Ecuador,ECU,2004,7.76,4.79
Ecuador,ECU,2005,8.15,4.79
Ecuador,ECU,2006,7.79,4.13
Ecuador,ECU,2007,7.51,4.56
Ecuador,ECU,2008,7.87,4.16
Ecuador,ECU,2009,7.66,4.68
Ecuador,ECU,2010,8.08,4.51
Ecuador,ECU,2011,7.96,4.74
Ecuador,ECU,2012,7.58,4.9
Ecuador,ECU,2013,6.34,3.92
Ecuador,ECU,2014,6.21,4.7
Ecuador,ECU,2015,6.37,4.09
Ecuador,ECU,2016,5.7,4.51
Ecuador,ECU,2017,6.35,4.9
Ecuador,ECU,2018,6.18,4.07
Ecuador,ECU,2019,6.99,4.5
Ecuador,ECU,2020,5.29,3.82
Egypt,EGY,1965,2.24,0.88
Egypt,EGY,1966,2.15,0.7
Egypt,EGY,1967,2.34,0.75
Egypt,EGY,1970,2.29,0.76
Egypt,EGY,1971,2.15,0.71
Egypt,EGY,1972,2.24,0.8
Egypt,EGY,1973,2.31,0.7
Egypt,EGY,1974,2.2,0.76
Egypt,EGY,1975,2.6,0.87
Egypt,EGY,1976,2.51,1.05
Egypt,EGY,1977,2,0.9
Egypt,EGY,1978,2.27,0.86
Egypt,EGY,1979,2.98,0.75
Egypt,EGY,1980,2.77,0.93
Egypt,EGY,1987,3.88,1.3
Egypt,EGY,1991,4.07,1.24
Egypt,EGY,1992,4.35,1.58
Egypt,EGY,2000,4.62,1.59
Egypt,EGY,2001,5.63,1.91
Egypt,EGY,2002,5.68,1.94
Egypt,EGY,2003,6.14,2.09
Egypt,EGY,2004,6.67,2.53
Egypt,EGY,2005,6.81,2.69
Egypt,EGY,2006,6.85,2.56
Egypt,EGY,2007,6.73,2.52
Egypt,EGY,2008,7.24,2.94
Egypt,EGY,2009,7.38,3.05
Egypt,EGY,2010,7.67,3.21
Egypt,EGY,2011,8.05,3.18
Egypt,EGY,2012,7.72,3.37
Egypt,EGY,2013,8.36,3.06
Egypt,EGY,2014,8.47,3.93
Egypt,EGY,2015,8.53,3.89
Egypt,EGY,2016,8.45,3.85
Egypt,EGY,2017,8.26,4.49
Egypt,EGY,2018,8.59,4.31
Egypt,EGY,2019,6.96,2.96
El Salvador,SLV,1990,4.36,1.99
El Salvador,SLV,1991,2.8,2.5
El Salvador,SLV,1992,3.71,1.89
El Salvador,SLV,1993,4.38,2.53
El Salvador,SLV,1995,2.6,1.95
El Salvador,SLV,1996,5.06,4.06
El Salvador,SLV,1997,4.25,3.32
El Salvador,SLV,1998,4.3,2.83
El Salvador,SLV,1999,3.72,3.19
El Salvador,SLV,2000,5.35,4.25
El Salvador,SLV,2001,5.94,4.44
El Salvador,SLV,2002,6.57,3.63
El Salvador,SLV,2003,6.03,4.52
El Salvador,SLV,2004,4.88,4.39
El Salvador,SLV,2005,5.66,4.41
El Salvador,SLV,2006,5.79,4.24
El Salvador,SLV,2007,5.14,4.1
El Salvador,SLV,2008,6.04,3.68
El Salvador,SLV,2009,4.03,3.47
El Salvador,SLV,2010,4.69,3.74
El Salvador,SLV,2011,5.29,3.97
El Salvador,SLV,2012,5.59,3.95
El Salvador,SLV,2013,5.67,3.68
El Salvador,SLV,2014,4.9,3.68
El Salvador,SLV,2015,3.76,2.54
El Salvador,SLV,2016,3.89,2.77
El Salvador,SLV,2017,2.94,2.34
El Salvador,SLV,2018,3.17,2.44
Estonia,EST,1981,66.46,8.1
Estonia,EST,1982,69.39,6.53
Estonia,EST,1985,65.7,6.47
Estonia,EST,1986,66,7.06
Estonia,EST,1987,66.5,7.76
Estonia,EST,1988,74.7,8.43
Estonia,EST,1989,72.61,9.01
Estonia,EST,1990,70.3,7.83
Estonia,EST,1991,84.56,8.64
Estonia,EST,1992,75.6,8.25
Estonia,EST,1993,72.6,8.22
Estonia,EST,1994,71.29,7.83
Estonia,EST,1995,76.25,7.39
Estonia,EST,1996,69.52,8.14
Estonia,EST,1997,71.76,9.73
Estonia,EST,1998,71.2,8.24
Estonia,EST,1999,66.2,8.33
Estonia,EST,2000,66.37,8.14
Estonia,EST,2001,65.94,8.76
Estonia,EST,2002,65.63,8.58
Estonia,EST,2003,67.53,8.53
Estonia,EST,2004,59.44,10.11
Estonia,EST,2005,57.4,9.28
Estonia,EST,2006,63.88,9.75
Estonia,EST,2007,63.96,8.54
Estonia,EST,2008,62.18,9.13
Estonia,EST,2009,52.55,8.55
Estonia,EST,2010,55.03,8.35
Estonia,EST,2011,53.07,9.75
Estonia,EST,2012,55.02,10.17
Estonia,EST,2013,50.2,10.76
Estonia,EST,2014,54.34,10.54
Estonia,EST,2015,50.95,10.1
Estonia,EST,2016,46.53,11.02
Estonia,EST,2017,45.75,9.05
Estonia,EST,2018,47.97,9.13
Estonia,EST,2019,43.61,9.71
Estonia,EST,2020,43.74,7.18
Fiji,FJI,1978,3.48,7.45
Fiji,FJI,2001,7.85,3.53
Fiji,FJI,2002,4.32,1.14
Fiji,FJI,2003,6.32,3.02
Fiji,FJI,2004,8.05,3.88
Fiji,FJI,2005,6.92,2.14
Fiji,FJI,2006,10.02,4.46
Fiji,FJI,2007,9.04,6.29
Fiji,FJI,2008,2.79,2.67
